pathway	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
PWY-7013	L-1,2-propanediol degradation	3745.8219	2145.4046	3733.6244	4528.3153	5158.911	4744.0624	6559.8317	2286.785	1005.7588	3001.8079	2167.1263	3454.0188	3000.4649	4020.0684	3165.6194	2809.3198	1443.1497	2156.2906	3021.2519	734.576	2187.7646	276.0298	2450.6677	3840.3202	5458.8632	2307.1812	3932.191	2602.3461	5316.5612	3764.4559999999997	4914.5908	2315.4377	2542.9265	1967.2168	1453.2418	1231.3444	2361.7755	2593.9311	2919.1305	3618.7819	3748.6912	2819.5055	2287.6955	882.2409	5157.5572
PWY-7031	protein N-glycosylation (bacterial)	0.0	0.0	0.0	0.0	0.0	0.0	1.6485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8716	0.0	0.0	0.0	1.3384	0.0	0.0	0.0	2.6446	2.4321	0.0	0.0	0.0	0.0	0.0	0.0	2.8018	4.1477	0.5675
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	1379.4623	266.1874	193.1387	407.2573	620.1955	734.9535	751.7494	432.5376	248.4273	257.319	830.6219	732.1474	522.3768	363.4765	878.7973	372.2606	342.9175	311.4285	410.8673	126.9179	246.3225	319.54	197.1239	212.5658	264.4113	188.8787	425.57199999999995	535.8577	883.7453	276.7711	277.145	152.0656	274.6968	323.0686	220.4713	115.2177	292.6991	277.5508	192.3093	546.8545	200.4994	344.1868	253.7508	255.3292	355.8458
PWY-7094	fatty acid salvage	90.678	59.2063	32.739000000000004	166.4599	90.5328	339.0313	313.2444	135.9666	112.6617	61.5205	71.5345	17.8815	26.6665	43.8225	119.1923	114.5183	59.5569	533.2075	533.7308	710.2846	399.8169	65.8273	32.3105	75.565	105.3533	114.2355	264.1187	35.549	51.2659	69.59899999999999	64.8006	35.1677	85.5383	177.7299	60.3582	51.7	95.1713	63.8691	92.2012	98.1079	75.5047	126.0019	63.8467	52.537	101.9837
PWY-7111	pyruvate fermentation to isobutanol (engineered)	55904.2874	68130.2466	79666.1214	60591.1717	82261.5631	69896.7468	79729.6519	66917.0098	41066.3738	59113.4692	58750.0744	53585.5841	80503.8042	83184.436	77719.4824	57197.282	56131.941	64633.9317	85548.9372	59194.5799	76038.7063	53993.5351	68862.5138	63089.1108	69900.994	67025.6528	45392.4864	55968.7638	69341.9404	79505.5599	52215.5609	81748.1867	60937.8415	62930.558	72463.5519	66750.4047	56654.5415	57724.8018	51640.816	72605.4662	62461.9737	73812.0836	65722.052	57725.91099999999	75494.5447
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	8.3868	5.9614	0.0	0.0	2.9922	8.9677	0.0	5.9474	0.0	2.9853	8.4289	0.0	0.0	2.9781	5.9797	2.8879	2.9832	2.9951	2.9843	0.0	2.9902	5.7634	0.0	2.8969	2.9839	2.8812	0.0	0.0	2.9396	0.0	2.9746	0.0	0.0	2.9917	0.0	0.0	0.0	2.9751	2.9807	0.0	0.0	0.0	0.0	2.9947	5.9641
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	12640.1269	6797.8365	6997.0258	12019.1238	5783.1157	9145.2156	5465.9996	7248.7147	7308.9266	5546.7375	9890.521	8863.1674	5661.6869	4781.2845	8309.0598	10221.0961	4229.8945	10645.8691	8378.356	26600.0328	7590.5638	23769.3055	4136.5172	4872.3909	5285.6664	5253.9697	9189.5458	10479.3051	5269.0567	3700.5223	6565.453	6388.2051	5385.0471	7344.7374	5051.0127	3856.7541	6537.034000000001	7095.5178	7538.4981	6130.4377	6020.3937	10063.4514	8574.9823	9408.4206	8345.1514
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	18421.4904	10522.7564	11637.0984	16848.6748	10409.0217	13681.5652	9520.4789	12190.2125	11603.5276	9416.3352	16030.7002	12885.883999999998	8291.3376	9837.5737	12269.9144	15107.8362	7634.8769	15348.3021	12287.5655	27497.322999999997	13011.0756	24681.311	7803.1701	8852.101	9605.4672	8129.8498	12901.9573	15816.6054	8996.2105	11206.6047	11429.7468	10655.4707	9793.2538	11040.0687	9393.4965	6010.5216	11279.9284	12509.3264	12249.8193	9931.5259	10942.2415	15699.4735	13699.055	15397.6791	13937.9631
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	19281.4722	8935.3258	10857.0765	19564.2619	8739.5133	14729.2552	8514.6308	10948.4406	11083.733999999999	8490.301	15695.033000000001	13954.0519	7208.4036	7017.6307	11609.7335	15653.3001	6251.6614	16300.7146	12740.6237	50038.1964	11526.9497	48316.8299	6364.9496	7424.0567	7891.6417	6693.8531	14584.9746	16538.5407	8428.1391	4931.307	9815.8478	9975.7784	7931.3456	10286.0188	7560.8025	4687.6808	9840.2916	10253.607	11456.8563	8614.8359	8898.3972	15384.6782	13169.3702	13505.2428	12591.2767
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	12097.5664	5378.2757	6187.3299	10740.1145	5043.7036	8052.1694	4879.2407	6479.0732	6815.454000000001	4943.3983	9435.062	7740.0805	4153.117	4096.8357	6701.7948	9471.3678	3728.1627	9365.7691	6835.9049	39238.1036	6745.7697	38918.559	3755.3962	4410.7683	4777.3786	3994.1518	8117.5335	9495.0537	4705.7462	2881.3086	6029.3006	5644.9953	4909.9551	5979.7352	4563.7177	2813.3781	5944.4967	6502.6844	6843.7207	5035.528	5492.9796	9352.7135	7898.9826	8836.6773	7600.896
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	4536.1493	5500.5891	5324.3038	4135.8437	4669.3334	6539.8361	3981.1442	5955.3115	1346.5377	3132.7067	4094.6016	6260.3292	4546.3378	3841.8594	6791.6209	6870.2978	3405.1276	4555.3739	6864.2495	509.9122	4230.2582	456.4222	2825.9022	2449.4942	4202.5937	4237.4474	3725.6644	3557.6293	3941.0179	2951.8805	2711.322	5203.3056	2778.0225	5980.3077	2835.9376	3072.5395	3485.7744	4890.8647	4601.6029	4969.6575	4322.0502	6661.8822	3840.4703	6273.5465	5995.9858
PWY-7199	pyrimidine deoxyribonucleosides salvage	13570.5564	19615.1607	17597.314	22386.6667	10650.9351	17511.995	12450.2253	13937.5386	17233.0288	18798.7695	12528.781	22474.7652	14783.215	12284.3733	13329.3752	19705.3409	20193.9802	22775.8023	14916.6789	41765.0107	19564.6904	39973.5597	15305.591	17928.9305	20593.8461	15249.7268	21655.8637	25160.3262	16032.8425	12999.6731	22177.5849	13895.6358	28794.0049	24029.2968	26887.6595	21706.6051	23632.9064	23513.0816	22362.4395	17346.3815	21639.2574	19951.6272	19512.8578	27633.314	23875.6567
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	11330.1605	7441.1389	8019.4983	12952.2445	5894.645	9687.6249	6083.5778	7712.1806	8797.2206	6932.3993	9401.7981	10311.6451	5652.8635	5319.7949	7742.4452	11499.1478	5561.0972	11888.0119	8147.1382	29288.1674	8836.1645	26788.0302	5270.3361	6234.6584	6853.549	5543.9055	10657.2362	12376.5467	6374.1792	4101.5461	8464.4531	6984.9994	7506.9176	8517.4713	6907.9372	4388.7825	8474.7569	9105.6088	9386.4054	6830.0907	7758.2735	11351.4849	10047.0031	12267.2699	10225.3825
PWY-7208	superpathway of pyrimidine nucleobases salvage	49787.3516	52212.5347	60745.0164	53489.9148	61222.687000000005	55318.2385	57675.5603	54841.7354	36454.7716	46363.5447	52180.4816	46000.8385	55921.6277	59758.8252	55477.4314	45290.7992	48435.0807	48932.5446	64157.6174	51113.8736	56526.4391	46553.8052	56179.7935	51203.3538	52239.4546	50478.4538	41355.1268	51833.8541	54834.3759	58583.3081	48660.1539	58953.7018	55109.3403	52224.6331	61545.1768	51755.2959	51506.1861	53589.2799	46149.2837	59036.6064	54602.7248	54231.0796	50340.4784	54430.5054	57779.0615
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	5369.7238	6986.3977	6008.3875	4851.1187	5403.6266	7131.4368	4505.8014	6841.7055	1730.3916	3498.9727	4659.3305	6836.0253	6004.1175	4550.59	8199.179	7565.6965	4009.5754	5139.9375	7867.996999999999	721.3317	4715.165	645.5695	3226.7171	2744.9576	4889.3775	5595.0332	4241.7487	4188.7531	4410.0138	3776.652	3088.1937	5901.1319	3163.8791	7263.2519999999995	3227.2938	4268.609	3915.6908	5653.1805	5127.9289	6060.1301	4989.595	7432.7084	4313.0063	7220.9748	6804.6172
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	9038.2529	8578.4553	8977.775	11745.0707	7715.5963	11141.1768	6852.1379	9593.5884	8477.4231	5767.4513	8015.3602	10577.458	7108.6666	6335.9268	10680.3713	11572.9454	5599.0684	8829.0571	11112.962	28247.0357	7788.2145	27269.7172	4970.5914	4671.9539	6933.115	6592.3202	8283.5073	8816.3536	6744.1237	4759.5759	6240.9131	8580.3695	5761.7965	9444.2607	6165.9819	4814.3358	8414.3474	8323.8564	8142.8587	7967.0994	7341.2956	11411.7048	7400.3666	10616.8922	10114.9894
PWY-7219	adenosine ribonucleotides de novo biosynthesis	48807.6284	52125.8281	61148.6037	53362.8568	61876.5521	55261.3425	58308.9312	55235.6461	36133.3473	46478.7617	52017.7366	46114.2422	56543.9705	60691.6445	55589.4718	44715.7561	48562.1407	48696.3772	64862.893	55163.0782	56853.6346	50913.2155	56825.227	51484.6486	52359.7256	51047.1367	40901.8446	51811.9878	55393.6763	59556.1859	47445.4924	59021.0611	53015.0114	52263.629	60615.7062	51740.7709	51230.9106	51151.1389	45718.2184	59303.4259	53525.9331	52865.6152	48755.6517	50052.5332	56809.4455
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	29745.3233	44759.9027	36406.5901	31703.9199	35405.8744	33102.6948	27757.3523	30188.5776	21438.7623	27866.7941	23510.7376	34496.4244	45345.5465	33111.1771	41996.579000000005	31915.2652	28004.0788	39738.9917	37542.0684	57969.1178	38618.3381	56466.085999999996	21203.1515	25029.8181	32805.2804	35053.7334	28186.4365	30437.6546	22358.1212	33101.5439	28578.1718	31277.0598	38711.802	40730.5799	33421.5243	40935.8116	32599.4738	40818.8786	29998.2094	34096.4205	33693.1524	35245.2839	29736.078999999998	44704.1932	38001.3129
PWY-7221	guanosine ribonucleotides de novo biosynthesis	41775.2102	45855.1282	52799.5429	45521.5684	53990.359000000004	47315.0365	49343.9898	46960.6405	30977.0022	40289.5236	43599.3146	39628.4944	50385.845	52597.2365	49192.2387	39065.5741	41229.1818	44304.8747	55723.0649	53635.3355	51126.9682	49523.4847	47742.9679	43726.0339	45290.9266	43897.7143	34967.655	44123.4324	45886.3964	52313.59	40577.4295	50662.4092	45459.7074	45001.0165	51589.9404	44669.4009	43701.3884	45193.2338	39043.883	50972.0883	46268.8612	45186.6109	42079.9207	44058.1028	48616.3953
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	29745.3233	44759.9027	36406.5901	31703.9199	35405.8744	33102.6948	27757.3523	30188.5776	21438.7623	27866.7941	23510.7376	34496.4244	45345.5465	33111.1771	41996.579000000005	31915.2652	28004.0788	39738.9917	37542.0684	57969.1178	38618.3381	56466.085999999996	21203.1515	25029.8181	32805.2804	35053.7334	28186.4365	30437.6546	22358.1212	33101.5439	28578.1718	31277.0598	38711.802	40730.5799	33421.5243	40935.8116	32599.4738	40818.8786	29998.2094	34096.4205	33693.1524	35245.2839	29736.078999999998	44704.1932	38001.3129
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	16639.4078	8082.2254	9637.8868	16561.6472	7823.6858	12765.2461	7510.3728	9597.5601	9613.7859	7538.052	13125.7437	12223.4145	6549.1566	6310.7674	10388.7731	13647.4983	5595.6888	14520.7822	11202.6239	48816.7184	10316.713	47197.8889	5595.2775	6562.8307	7063.8971	6029.9458	12561.0516	14119.3537	7313.9042	4475.0128	8682.6491	8796.9292	7164.0921	9186.7276	6777.8246	4277.1294	8728.2781	9309.9455	10061.5132	7689.5184	7976.8622	13460.6302	11493.6618	12277.3338	11169.6282
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	42925.1325	51577.2516	53591.0101	46483.4828	53518.6405	48511.4248	46836.6458	46860.7703	31352.8407	40706.9642	40683.8603	43628.0305	55140.7748	51542.7307	53044.8052	41627.6964	41936.5791	47177.0399	56482.2743	56642.0338	52115.4926	53016.4087	40773.3232	41555.6645	46647.7031	47205.3919	37404.7892	44879.9012	41369.5219	50983.1291	41475.3551	49553.3406	49705.7744	50232.1351	51521.025	50142.7305	45657.5242	49008.6333	41269.893	51358.8628	47652.264	48205.5301	42935.7206	49764.0366	51900.5779
PWY-7234	inosine-5'-phosphate biosynthesis III	2962.3489	9250.6668	6700.2387	8474.846	2414.165	6855.7827	3447.9447	3097.1103	2924.9397	4326.1505	1421.6315	7111.4195	5389.3523	1964.277	5385.4026	2457.1236	7639.7433	14002.4515	6984.7646	12903.492	14161.1509	16501.8333	2119.4923	3318.0564	4566.1361	3179.9775	7843.9797	11089.9436	1584.5131	1706.2258	4427.4706	2671.3357	6503.5842	6626.4466	8846.7679	5573.6343	9726.9147	6991.0479	4487.2851	3276.2081	6323.585999999999	3793.5007	4632.9582	7026.5869999999995	4096.5187
PWY-7237	myo-, chiro- and scillo-inositol degradation	1211.67	1166.57	1256.83	2010.5	1142.99	1262.29	4188.13	1167.33	498.33	1030.24	604.71	1290.68	1334.0	2168.84	1071.66	925.83	1137.35	1401.71	1568.3	26777.6	1508.78	18021.87	778.67	914.5	2483.5	815.62	745.86	1384.79	1139.51	998.91	668.17	2439.02	1539.97	1660.43	1737.83	1609.26	2788.85	693.33	512.24	1361.66	1008.8	1367.83	1502.67	777.62	2233.01
PWY-7242	D-fructuronate degradation	31642.5588	41371.336	52900.7842	38596.2466	52496.0264	43381.7959	49710.3965	42682.2654	22467.243	37544.9539	37476.7993	35143.0121	50442.7979	46018.9836	45794.8726	29609.0625	34410.9324	38419.7775	59308.805	46802.7889	45239.1059	45494.6918	41862.6507	38233.8161	41294.7449	41266.7607	24534.4587	33619.0614	42329.6915	52142.7564	28942.4792	47788.1413	35233.6662	41907.1308	37518.3387	42682.6629	35781.8503	26060.2767	30459.0212	42352.6725	29523.8324	35596.1924	31313.2585	23184.2605	34061.7749
PWY-7254	TCA cycle VII (acetate-producers)	139.1226	1444.1228	384.2231	393.1057	237.3646	123.0544	123.3053	105.4722	158.3372	115.1839	164.3984	1233.4563	1037.7767	280.2889	190.3449	336.5786	879.2416	361.9918	434.3223	9849.0389	936.9945	14190.4203	334.35400000000004	919.0131	1319.0734	754.9651	594.7973	829.5333	171.6173	195.2658	138.3007	71.87	319.6487	443.8242	401.0299	391.2476	385.4892	233.4381	164.3864	169.5861	289.0666	65.8874	69.63	213.4032	43.4607
PWY-7255	ergothioneine biosynthesis I (bacteria)	1.9512	0.0	3.7023	1.9255	0.0	7.7121	3.9193	3.7008	8.3831	3.477	3.6389	1.8971	0.0	3.6316	1.8836	1.8741	3.8377	0.0	7.905	9.9882	1.9964	0.0	3.6979	3.65	8.8389	5.992999999999999	5.6622	1.9109	3.5854	5.1488	3.7468	4.9336	0.0	6.5052	1.5549	0.0	4.8134	5.3667	5.7084	9.3888	6.7011	4.8131	3.0495	0.0	3.7848
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	18714.4209	18360.5693	29976.7023	24405.042999999998	30984.7154	25795.3576	30006.0626	29026.5001	13408.1211	20774.5656	28814.2906	19177.0494	23267.0832	31031.6839	22547.7072	14067.6633	21046.3283	18859.4414	34400.5831	16354.3505	25938.1116	16885.0717	30761.3128	24594.0412	20316.5348	22500.9198	8878.8962	23028.7096	30578.2554	30876.7356	20265.5883	24510.3975	15777.6469	17854.5763	18487.9448	15646.8987	18501.1501	13853.7123	16927.5206	26331.5273	19591.9181	15910.7012	13537.8141	7441.2054	22183.2181
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	16348.7273	13812.9181	14334.0691	18949.0725	10926.5394	16047.4238	12662.6514	13795.5079	12585.438999999998	14267.0531	15928.3782	16978.0794	11498.323999999999	9719.4828	13409.1383	13059.7908	13829.9258	16233.0566	13289.9723	45572.4487	10520.2786	43364.5725	11779.6708	12473.9963	14167.598	13483.8836	15984.493999999999	18385.1389	11236.696000000002	9510.1911	15064.1507	12468.9361	15985.1449	16954.8929	13948.4576	14192.4986	18833.5855	12960.4112	16236.2297	12574.5649	12550.6561	15561.9124	15357.6876	14620.1242	16141.1443
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	7296.8657	9077.3539	8409.0946	7932.7404	9147.6311	7782.5891	8187.7285	8703.7933	6547.2574	6824.1881	7097.4562	6234.6888	9292.3777	8717.3645	10310.8188	7468.6762	5963.6187	9689.1805	8199.8934	30083.1406	10118.7462	26578.5371	7115.5331	8101.7626	7679.7593	8182.7238	5869.1526	7723.0791	6890.3711	7311.5289	8619.453000000001	10938.7844	5500.1153	6919.5381	10201.6954	7184.7426	5603.5023	9444.2697	7316.464	11280.9316	10946.8881	14049.4743	11774.7821	6667.2269	17014.7998
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	5787.9255	4052.3324	3498.3459999999995	4512.7083	2997.3415	5020.7216	4926.8723	5914.8864	2853.5326	5053.1485	4206.5098	4602.7193	5252.4062	3910.0296	4645.2669	5671.4128	5415.1502	3318.0234	3675.5955	458.2109	4689.1309	2753.6914	5587.1327	5942.9224	7230.8305	5806.3511	5258.6237	5729.3017	4737.6649	3534.3814	2852.0541	6217.5095	3470.098	3136.0285	3969.9152	1724.6814	4293.5277	3640.3905	2734.922	7313.1274	6505.7804	4737.1297	6010.0371	2711.7995	5663.3859
PWY-7347	sucrose biosynthesis III	11.9584	3.4611	9.4246	13.3443	13.7273	0.0	1.7424	4.9893	0.0	2.5027	23.4173	6.4152	4.4006	3.4461	1.4943	7.4975	4.9151	9.6728	5.9799	4.0045	1.9938	4.4995	6.8796	6.347	3.4588	5.8401	14.4699	4.4595	1.003	1.9799	2.9989999999999997	7.4777	11.4148	11.9555	14.8715	23.3445	13.4396	22.9314	5.5019	7.9842	4.99	0.0	6.2168	18.9053	7.4886
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	5941.5027	1040.0781	1253.42	1750.9962	1157.6631	1483.5032	1098.5782	488.3259	425.1646	660.0669	2501.9132	1122.1682	643.1669	444.1628	1359.6660000000002	490.4949	959.1596	810.9175	590.3266	190.832	605.503	119.9093	483.33	438.4954	632.503	460.8329	500.4949	1403.4986	776.8274	345.4931	442.3847	2428.9963	1113.3331	1384.4986	1547.9987	1448.9958	2844.6633	325.0555	457.4307	768.8287	356.6644	4230.8333	3376.085	2557.1663	2645.2470000000003
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	7.9919	14.8395	0.9994	19.8301	7.9588	7.9678	12.8856	0.0	0.0	31.8073	42.4528	27.4856	7.9261	3.9732	7.9649	0.0	7.9503	16.7368	3.9798	11.4595	27.0615	15.3661	3.9753	3.9728	0.0	0.0	25.025	3.9915	0.0	3.9656	25.8182	0.0	3.9893	3.9914	39.2395	35.3415	0.0	28.9307	0.0	15.7541	22.846999999999998	3.9972	42.5931	47.3336	4.9929
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	5912.1538	410.76300000000003	1083.364	1365.7275	1122.8252	1348.829	983.7039	400.1257	246.2918	382.4449	2463.2019	922.508	534.9656	387.5403	1274.9605	345.0553	322.0677	605.7993	419.3394	182.449	343.9009	106.1158	339.5877	278.0305	418.1004	261.3935	300.95599999999996	719.9209	749.8973	289.9842	313.3669	2314.8081	357.2948	491.0201	549.836	539.9424	1254.4724	227.8805	304.6813	632.748	195.6669	4069.1324	3264.6633	2361.5675	2394.2827
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	17.4955	11.9814	226.6013	315.3069	214.1405	257.2529	257.3557	11.4587	3.0132	6.1168	18.0917	0.0	0.0	5.7328	13.4335	12.2001	6.0257	334.8103	366.0755	352.9421	388.9223	11.4522	0.0	7.9126	6.0658	5.9511	0.0	0.0	11.4575	0.0	6.1558	0.0	215.6003	357.9559	269.3508	254.1778	268.4651	6.1444	6.1513	6.1141	0.0	0.0	0.0	6.1342	12.1462
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	620.93	3578.3282	309.8139	267.2798	169.2492	182.2714	220.3178	370.1175	491.746	329.495	536.5634	2689.1009	2514.4937	747.2334	537.1587	1094.0078	2666.9266	610.1244	653.1419999999999	8747.3936	592.5757	3873.1772	860.5087	2063.9329	2891.1454	1766.8463	1425.9785	2111.1633	546.2148	1222.8151	501.9408	317.2874	228.9907	153.858	182.9618	155.4038	270.7606	982.3972	677.1473	719.5331	731.6609	228.4697	265.0614	928.7905	409.2871
PWY-7391	isoprene biosynthesis II (engineered)	0.0	8.9933	0.0	0.0	0.0	0.0	4.5874	0.0	0.0	6.5974	26.1036	1.3167	0.0	0.0	0.0	0.0	0.0	11.2884	1.3189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.2112	0.0	0.0	0.0	6.667999999999999	0.0	0.0	0.0	23.7312	17.3436	0.0	35.8331	0.0	0.0	0.0	0.0	16.5877	21.2626	0.0
PWY-7392	taxadiene biosynthesis (engineered)	6467.9562	5661.7491	8884.7478	7507.4862	7756.5342	6018.3517	5826.3957	7226.4113	2097.2766	6107.7748	8909.63	3702.2740000000003	7086.0886	8660.5259	9409.7529	5484.6411	4210.4662	13593.3574	12481.6912	21328.8504	14323.5821	22160.2618	5916.0076	6454.1537	5275.8364	7185.4764	3947.9585	8662.7681	6270.8495	4737.9944	11793.4191	12574.4359	6583.840999999999	4999.5213	8523.8916	3741.0326	6970.5495	19441.6384	7144.4998	6819.3207	11703.586000000001	16747.6494	17929.4382	22114.6278	12798.5761
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	40623.3458	42309.1191	50612.0927	41499.9141	52412.0299	45199.0016	49064.8387	45904.1179	28374.7839	37247.4834	43122.3176	34211.8974	47688.8957	51265.4279	47163.0068	36014.6858	37925.4172	37234.0701	54857.8828	26974.246	46057.835	24843.3596	47054.6488	41764.8151	42642.457	42768.2716	30352.4019	38931.2107	46291.237	50055.0054	36233.4326	49176.3914	40293.8986	40439.5908	47399.5728	42150.7228	38703.6715	37529.1297	35144.2608	48799.8505	41810.4577	44222.8028	38257.0058	36493.1177	46348.2545
PWY-7431	aromatic biogenic amine degradation (bacteria)	26.1431	26.6175	180.6319	203.6223	152.7742	62.3524	62.8884	32.7815	46.4635	29.5989	24.4	24.4666	34.736999999999995	66.9159	46.9665	24.6728	21.5812	134.1105	106.2581	133.4272	127.3266	91.2679	25.0566	26.7856	60.0716	26.3354	20.7584	18.2507	19.919	36.9714	31.6031	63.4897	163.2884	252.7741	218.2988	244.9097	198.0105	69.6965	51.1983	80.61	69.5629	39.2994	46.1056	40.133	85.6537
PWY-7446	sulfoglycolysis	26.9804	0.1827	10.7692	6.9333	20.2105	0.3597	1.5907	0.0	1.2308	3.1451	11.0	3.6	13.2174	0.0	0.6	4.0	29.0874	24.1273	2.0676	202.1414	18.7329	37.0923	6.7692	1.2308	23.3333	0.0	23.6556	7.6654	5.9091	1.4445	0.0	3.8824	0.1855	0.0	0.0	28.0446	8.8498	16.8421	5.0	9.3902	5.0391	0.6638	0.0	14.2373	2.1818
PWY-7456	mannan degradation	1881.7269	2154.7584	1972.2023	5808.1922	363.9548	2956.8138	1094.0034	3312.8755	1606.5964	2131.6392	2571.4768	2701.2202	1096.5646	799.7678	1083.2528	2129.8405	2632.7005	4563.9461	3517.2534	32805.8584	1423.6384	32575.1207	1980.9644	2004.4593	1729.9503	1582.4679999999998	6580.1282	6257.0574	1990.0366	1363.6126	1033.2568	7333.9207	4088.8096	4726.0225	2452.9541	1318.8303	3347.0803	3428.16	4406.3775	2254.842	2773.8347	7387.4778	8166.7538	4374.6203	5235.8374
PWY-7527	L-methionine salvage cycle III	20.8575	0.0	17.2764	13.7478	20.9771	0.0	0.0	0.0	0.0	0.0	0.0	3.734	7.4654	0.0	0.0	2.4961	0.0	0.0	0.0	0.0	0.0	4.7432	0.0	2.4964	9.9389	0.0	0.0	8.2752	3.9837	0.0	0.0	0.0	24.101	28.7632	17.4378	30.7925	30.8675	4.9794	4.9494	0.0	5.1541	0.0	0.0	3.3193	0.0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	22531.8259	23330.1569	26166.3203	25489.7438	26005.3632	25444.7951	24247.6131	21206.8092	19166.9714	22750.2768	19333.8044	22896.6983	26193.0221	25260.5255	25055.856	23919.9003	23021.1265	24111.8424	28063.8748	48148.9318	24691.5766	44566.0736	22785.1999	22886.4331	24314.4886	22886.3373	24541.1777	25093.3205	23318.9389	25418.6331	20761.1669	29030.7378	31616.5708	27686.8114	35684.2616	27918.0832	26718.781000000003	18809.372	24040.9743	26322.5903	23176.2467	27076.1296	25885.2084	26203.8092	28712.9702
PWY-7560	methylerythritol phosphate pathway II	43308.2329	46597.114	55189.6399	48187.4232	56361.7334	49948.3654	52956.35400000001	50354.9848	32725.5832	42038.1324	47574.4349	41299.4843	50734.4302	55500.6065	49709.3045	40011.6702	44103.9869	42065.87	58598.414000000004	49081.5335	49582.9432	46245.2852	52236.2533	47008.7175	47174.0644	46172.4643	36133.2925	46336.402	50700.3769	54640.0604	41060.776	52944.2831	46497.9366	46255.9003	52657.4472	45552.8328	45621.405	41079.2945	40236.6105	53150.7662	46273.0722	46772.8669	42033.9304	39350.0702	50531.8344
PWY-7616	methanol oxidation to carbon dioxide	35.9902	0.0	24.1146	14.868	34.7463	5.5261	2.7	0.0	0.0	0.0	16.4981	4.4998	17.9983	0.0	0.0	5.9997	31.4929	20.6026	5.5199	13.0252	9.4732	0.0	8.9995	1.5	29.9948	0.0	23.9947	4.4999	4.4999	2.0	0.0	4.4999	0.0	2.8799	0.0	46.63399999999999	16.7371	23.9965	7.4996	10.4994	5.9998	0.0	0.0	20.9975	3.0
PWY-7663	gondoate biosynthesis (anaerobic)	47513.457	51506.249	61245.7575	54164.0287	61815.7794	56166.917	59510.8657	53974.1361	34610.0038	46240.8425	50441.3163	44540.4702	55937.5687	60854.7776	55372.0467	43733.8101	48128.2457	50487.3909	65300.0505	62412.9363	57258.5251	59727.6248	56289.7916	51103.507000000005	52189.5667	49953.0818	41695.4802	51718.8212	55221.2571	59266.5558	44705.1946	58351.4868	54544.3565	52474.7696	61085.7127	51905.233	52770.312999999995	45196.7079	43518.2797	58277.329000000005	50595.6017	52332.4218	47449.0874	44803.4971	56206.9689
PWY-7664	oleate biosynthesis IV (anaerobic)	724.4185	1140.493	990.5179	3092.3486	263.4816	1955.9481	913.5096	1470.6497	3372.9005	3147.2178	662.1706	2322.0907	1036.7434	596.8266	656.1174	4570.3686	4599.0942	10291.0764	2645.7908	17830.2621	4935.9542	17991.8922	1334.7991	2646.0916	2181.1514	1113.2345	4325.6899	4110.2527	795.9335	915.8705	2939.4764	702.3414	14980.2885	11392.3089	10143.6001	7853.639	14107.5469	1222.3571	2046.3421	2860.4829	2449.8091	1556.2011	3535.5901	3146.5292	3501.1707
