Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Fatty acid biosynthesis [PATH:ko00061]	544844.5700000001	583444.9200000002	687942.34	601493.5700000002	698107.3200000003	623500.79	663045.9799999999	593731.17	375720.9100000001	512991.9400000001	556069.1	498731.16000000015	630020.74	678232.1499999999	623489.87	483647.39000000013	527322.76	559345.15	722324.51	692350.73	639576.96	661048.03	615075.56	566626.56	586889.6699999999	553886.0000000002	460840.7400000001	561407.0499999999	613081.02	667769.3099999998	490307.2500000002	644889.47	600286.4900000001	571381.6900000002	671491.7400000002	579326.8200000001	558938.1200000001	508744.31000000006	478572.63	640176.6	558374.35	582011.4	521109.13	518916.9000000004	617659.65
Fatty acid degradation [PATH:ko00071]	133259.63	140686.11000000004	169268.36000000007	148916.79000000004	169655.04000000004	149045.28999999998	168194.88999999996	136031.04	100073.46000000002	133061.09000000003	136937.27	125555.46000000002	143995.89999999997	165148.70000000004	145757.37000000002	113061.21	126384.73000000001	153055.31	171310.3	242576.19999999995	167383.98999999996	223186.56	144608.75000000006	137292.96	151239.91999999998	124247.46000000002	114505.68000000004	138226.66000000003	139629.89999999997	164022.71999999997	122530.05000000002	154078.03	140421.60000000003	126895.1	149293.08000000005	131921.25000000006	133332.05000000002	124218.1	118366.73999999999	142997.12000000002	128765.68000000001	140356.99	132140.70999999996	130941.73000000004	145300.04000000004
Ferroptosis [PATH:ko04216]	48232.33	40997.98000000001	54580.20000000002	58155.880000000005	46497.13000000001	45634.299999999996	44065.670000000006	40884.240000000005	39198.82000000001	50052.689999999995	48175.189999999995	51276.35	34842.369999999995	41020.27000000002	37420.37000000001	40237.88000000001	43553.52000000001	55703.579999999994	50167.79	177882.11999999994	46310.42999999999	170413.74	42800.930000000015	43795.549999999996	45112.93999999999	35996.27000000001	46333.180000000015	56245.51000000001	44696.630000000005	47023.49999999997	43724.08000000001	36766.88	56565.19000000001	49514.96000000001	45109.080000000016	43456.15000000001	55843.250000000015	38259.56	45145.869999999995	38069.83000000001	36022.369999999995	35267.59	36857.31999999999	44578.94000000002	37524.630000000005
Flagellar assembly [PATH:ko02040]	1092296.4500000004	969023.5499999999	1257028.2100000002	1036296.1799999999	1356426.9000000008	1139606.0	1254044.35	1218584.0400000003	536855.5800000001	864417.3700000005	1209790.8099999998	826253.4699999999	1166207.45	1357873.0200000007	1184422.5500000003	698578.9800000002	921417.0799999997	817350.4600000002	1410353.6299999994	452606.8400000001	1102020.96	418811.2699999999	1273531.2300000002	1082720.9100000001	971306.9600000001	1082075.9400000002	637177.9400000001	949841.41	1270729.91	1309163.7	838984.8600000003	1204348.1800000002	903662.5300000004	940677.4000000005	1153517.2599999998	989115.0700000003	865419.9100000004	750733.7899999999	808095.5500000002	1190112.9099999997	939082.73	1068626.0700000003	862862.7199999999	747882.7800000001	1151493.2300000004
Flavone and flavonol biosynthesis [PATH:ko00944]	3067.92	8588.93	4401.99	3524.15	3652.75	5354.25	3057.25	6141.73	4146.99	4953.42	3975.08	7215.44	11067.85	3604.09	8786.08	5662.49	5763.75	4326.59	7773.58	24716.91	3490.73	26483.75	3674.91	3296.0	5124.16	9741.01	5320.49	4329.34	3441.0200000000004	4638.09	4953.0	5296.34	3566.51	9172.65	3285.57	10270.59	4916.24	6064.25	7047.74	6659.75	5267.82	5378.92	4674.32	6204.17	5631.43
Flavonoid biosynthesis [PATH:ko00941]	0.0	1.0	0.0	0.0	0.0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0
Fluid shear stress and atherosclerosis [PATH:ko05418]	146566.53000000003	157658.66000000003	178709.15000000002	157541.23000000004	179980.49000000005	163239.37000000002	169131.99	158754.62000000002	104626.38000000003	138411.43000000002	146074.7	132705.76	168860.30999999997	176488.10000000003	167483.84000000003	132437.24000000005	140979.2	149620.11000000002	185613.74000000002	253268.26999999996	171488.92999999996	231662.80000000005	161561.45	149456.22000000003	157115.15000000002	150388.25000000006	127884.93000000002	150488.40000000002	158152.97999999998	172230.4699999999	133753.32	177699.43	159700.88000000003	153007.31000000006	183642.25000000006	156664.17000000004	150913.03000000003	146080.43000000005	132300.97	174252.53000000003	155215.66999999998	163390.09	150395.27000000002	146319.6000000001	169521.49000000005
Fluorobenzoate degradation [PATH:ko00364]	56.0	1130.8000000000004	791.66	1458.66	373.5	1583.95	700.79	317.34	52.16	225.23	44.34	549.0	331.34	153.66	682.16	55.66	196.09	904.87	580.3	7528.43	832.45	11561.71	26.66	31.0	232.66	51.0	1473.86	519.6600000000002	51.34	100.91	131.0	94.66	256.48	300.34	357.16	238.0	426.64	145.34	183.66	155.5	109.8	421.84	272.66	556.0	321.0
Folate biosynthesis [PATH:ko00790]	350846.55000000005	330365.3199999999	373654.35000000003	365829.1300000001	379557.5600000002	366658.35	364426.0900000001	339430.75000000006	259225.42999999993	316595.98	335727.80999999994	320584.67999999993	366366.32	376513.1600000001	359102.37000000005	342749.26	326315.77000000014	335590.92	417702.6699999999	734324.8400000002	361565.6099999999	699309.6100000003	363164.1499999998	337291.5700000001	350329.8699999999	327989.06000000006	332387.7500000002	361910.68	356533.29000000004	371447.4599999998	298139.4500000001	414810.41000000003	363471.1900000001	363715.9600000001	429828.1000000001	352309.6800000001	348401.39	290072.83	319312.66000000003	378106.9900000001	339104.06999999995	379274.44999999995	365067.6400000001	321647.24000000017	385930.7500000001
FoxO signaling pathway [PATH:ko04068]	19400.95	24594.050000000003	18032.73	21425.46	16344.419999999998	19721.600000000002	17325.739999999998	19665.940000000002	18663.55	15972.65	18652.739999999998	20895.89	20965.35	15922.619999999999	21674.08	24578.0	17919.97	18357.81	18509.17	56133.73	15524.91	55052.23	13892.74	15133.95	20405.37	20745.36	19684.759999999995	20374.59	13309.760000000002	14272.550000000001	19109.879999999997	16391.83	25883.649999999998	25738.799999999996	27050.22	28266.940000000002	24375.93	22189.64	21694.92	19138.04	19169.91	22492.93	17571.82	27143.48	24304.32
Fructose and mannose metabolism [PATH:ko00051]	697000.47	828781.0200000003	947779.4999999998	785109.1799999999	967932.6000000002	861650.0799999997	928216.8600000001	849544.1700000002	503793.50000000006	694506.91	748145.59	716082.7700000004	995469.2000000001	961500.4099999999	928573.01	676792.3099999999	683053.6300000001	781690.5799999997	1064198.7600000002	1385878.67	897828.5599999996	1230207.4199999992	818135.2399999999	731581.81	784334.1199999996	822489.22	553967.99	722980.7100000001	833432.8800000004	965832.7199999995	662786.7000000002	958787.08	714617.3700000001	822438.04	828393.0599999999	831381.4900000005	712746.1500000001	724626.6600000003	641267.76	925606.31	754453.8499999999	808864.23	736053.9999999998	717036.21	898845.7800000005
Function unknown	2199029.8300000005	2372639.110000005	2846541.2900000075	2378161.1200000043	2949661.3100000042	2559040.1000000057	2797358.0399999996	2584048.719999998	1484974.9900000023	2081184.0699999987	2424001.6399999997	2037707.6000000017	2696329.789999996	2913949.260000006	2635689.0300000072	1911830.4700000002	2127699.560000001	2178508.060000002	3110477.3600000087	2792832.4799999944	2636289.750000006	2730948.529999998	2647951.010000006	2338068.940000002	2357786.200000006	2393501.1900000023	1680246.2600000026	2250305.8200000036	2652545.699999994	2856193.500000006	2007610.9900000023	2788378.6000000047	2163148.950000002	2276688.1899999967	2530942.530000005	2292196.8500000006	2153320.3899999973	2055627.8300000008	1923610.0999999973	2731467.69	2274579.2099999986	2381777.2599999956	2130747.5900000017	1954091.550000004	2560709.7
Furfural degradation [PATH:ko00365]	27.0	2.0	7.0	21.0	16.0	8.0	0.0	14.0	9.0	8.0	15.0	16.0	18.0	16.0	5.0	32.0	16.0	15.0	23.0	15.0	9.0	19.0	14.0	14.0	17.0	17.0	6.0	22.0	14.0	18.0	7.0	15.0	14.0	8.0	8.0	14.0	29.0	27.0	36.0	26.0	21.0	9.0	3.0	20.0	33.0
GABAergic synapse [PATH:ko04727]	97847.38	115857.09000000004	138097.79	119932.35000000002	139109.76000000007	124878.87999999999	132090.2	126988.73000000001	84126.9	107087.50000000004	118173.86	100373.11000000002	127056.3	136999.95	123940.11000000006	99107.19000000003	107804.32	110001.42000000001	150494.82	195203.09	125397.24999999994	192421.56	130021.16000000006	114576.20999999999	115829.35	117351.85000000003	91038.03000000001	117239.48	124907.23	136028.60999999993	106683.09000000004	133275.17	111125.05000000003	115154.69000000002	125423.36000000006	115137.29000000001	115869.90000000004	106480.38	101849.83	135046.82	114992.72	111210.76000000001	103075.38	97909.70000000006	122398.2
Galactose metabolism [PATH:ko00052]	715326.1500000001	859507.8500000003	1047956.9600000001	876751.3300000003	1052863.1800000002	937743.6100000002	1009244.5600000004	927641.3700000002	576112.01	776794.9399999996	823294.6099999999	757764.66	1017387.5000000001	1034081.3400000001	946962.6200000002	716680.9200000005	776067.0200000005	826353.2999999998	1154441.6099999994	1421286.9199999997	970925.0299999999	1327997.6199999996	929675.2899999997	827577.7299999999	839539.1799999999	860536.5500000002	614768.1999999998	816173.37	929483.44	1050072.7699999998	730870.7699999999	985104.6399999999	775339.7200000007	854909.43	918633.2900000002	860295.0200000003	792737.1900000004	747942.6099999996	697993.77	983419.9	808218.3499999999	792800.9699999999	739082.81	696427.6600000003	903487.8800000002
General function prediction only	365549.54000000004	407073.08999999985	451379.48000000016	417763.39000000036	437512.0400000002	423956.4699999997	407588.61999999976	395689.40999999974	262313.5099999998	346000.3300000004	367555.9599999998	373136.50000000035	442459.1999999997	426153.8500000005	426522.8800000005	329800.7400000001	353453.56000000035	396393.2099999997	494216.36999999965	942804.1400000008	432947.1399999998	990476.1799999992	383001.3199999999	356590.92000000004	370813.8299999999	382729.06000000006	330190.26999999967	393928.0100000005	394266.24999999965	423346.7599999996	352961.03000000014	421707.3300000004	383397.27999999997	413709.00999999966	441376.4100000004	409953.05	379476.40000000043	399023.4599999999	345641.89999999985	422816.51	383875.60999999964	395441.3599999995	369024.64000000025	418842.2900000001	422036.17000000016
Geraniol degradation [PATH:ko00281]	1801.5	3564.1699999999996	3705.9699999999993	5065.15	3358.5	5486.889999999999	5357.24	1895.85	702.1500000000001	2417.570000000001	1262.3500000000001	2520.8199999999997	2209.3500000000004	2381.1499999999996	3301.1499999999996	1164.3300000000002	1124.23	3747.9100000000008	3475.4899999999993	23457.9	3764.3899999999994	30221.26	1502.4699999999998	2317.0	4554.969999999999	1298.5	3929.6600000000003	2157.15	1283.8500000000001	2448.27	2954.8199999999997	2141.1499999999996	1747.1899999999996	1716.8500000000001	1673.6499999999999	1643.0	2147.3399999999997	1820.17	1951.4700000000003	2505.0	2190.81	2638.8500000000004	2020.1499999999996	1614.0	3569.5
Global maps only	32721.280000000013	39794.790000000015	47408.33000000001	37349.33	48965.080000000016	40785.67	45732.0	42584.92000000001	25776.37000000001	35909.580000000016	38374.42999999999	32419.810000000016	44126.01	48889.41	42642.710000000014	30639.450000000008	37725.45	33418.69	50144.79	17379.630000000005	42874.41	18433.35	45427.38000000001	40429.79	40721.42000000001	40408.88000000001	28377.780000000017	36648.12	43383.56	47837.97999999997	34195.52000000001	46633.82	38660.44000000002	37945.35000000001	45623.31000000001	40134.42	37673.35000000002	35157.090000000004	33591.07000000001	45499.69	39745.94	41346.23	36719.95999999999	34244.52000000002	43536.180000000015
Glucagon signaling pathway [PATH:ko04922]	263394.0300000001	291984.0000000001	362418.60000000003	299958.6700000001	368208.19	320318.6199999999	350405.8500000001	319923.7700000001	195189.31000000006	260827.25000000003	295439.81	247582.45000000013	328385.02999999997	354096.49000000005	318514.2	247599.82000000004	268974.14999999997	277562.1700000001	389868.22000000003	305938.45999999996	338371.4	289692.01999999996	329849.94	291842.60000000003	293561.13	290605.9400000001	214847.30000000008	285048.30000000005	328075.05999999994	354504.3099999999	264233.17000000004	339069.49	295006.3500000001	284644.59000000014	338743.95000000007	287259.71000000014	275676.0400000001	280638.96	245206.65000000008	341317.23999999993	297945.43999999994	285506.68	263829.97000000003	272313.4100000002	314484.9
Glucosinolate biosynthesis [PATH:ko00966]	81343.87000000002	86189.79000000004	104576.22000000002	90432.18000000002	105118.33000000005	93577.45000000001	102911.85	90850.61000000002	59365.93000000002	78168.42000000003	86184.72	74480.79000000002	93241.01999999999	105010.92000000003	93329.95000000001	72731.18000000002	78643.23999999999	80185.13000000003	108514.39	87144.16000000002	93326.44999999998	84046.22000000003	94594.28	85691.73999999999	88360.17000000001	83114.53000000003	68006.63	83033.72	94616.76000000001	101126.93999999994	73853.80000000002	100214.96	85089.83000000003	83411.59000000003	98211.34000000003	85144.55000000002	82731.94000000003	75713.05000000002	73156.26000000002	96482.82	84189.88	91633.82	81142.22	75357.47000000003	95781.16000000003
Glutamatergic synapse [PATH:ko04724]	95606.09	112324.18000000005	135406.71000000002	114824.73000000001	138313.14000000007	121559.34999999999	130621.61	123656.35000000002	77394.27	102331.06000000004	114468.44	95639.33000000002	124550.12000000001	135768.58000000002	121751.25000000006	93246.41000000003	102816.41	105089.29000000001	146954.04	157549.02000000002	122501.32999999994	150920.19	127013.75000000006	111522.67	112406.78	113773.82000000004	84660.53000000001	110746.65	123090.26	134255.88999999993	101154.05000000005	130658.97	107329.33000000003	110279.48000000001	121857.13000000006	110490.67000000001	109713.32000000004	101637.04	95561.3	131834.43	110915.14	108441.41	99251.64	93602.20000000006	118873.24
Glutathione metabolism [PATH:ko00480]	101161.80000000003	118260.25000000004	134817.92	124471.09000000003	130901.61000000004	123397.88000000003	121623.49000000002	109334.38000000002	79707.21000000002	104772.57	97262.22	107055.48000000004	126673.44999999997	128223.65000000001	122488.50000000003	97143.07	107269.96	134467.34	142745.12	320797.10000000003	145241.96999999997	333099.71	112902.66000000003	108230.15999999999	116139.47	104841.43000000004	104857.63000000002	120444.65999999999	110645.63000000002	126824.02999999997	109944.36000000003	132475.83999999997	133053.28000000003	124646.81000000001	152867.56000000003	126871.31000000003	120972.92000000003	129856.55000000002	105770.26000000004	128667.27000000002	121866.05999999998	122011.40999999999	118202.08	135319.41000000006	127722.57000000004
Glycan metabolism	79983.15000000002	92673.50000000003	112234.89000000003	90563.55000000003	114716.57000000002	94315.49	107086.99000000002	91692.58000000002	58604.12000000001	84276.17000000003	84206.49	78158.16000000003	99922.51999999997	114084.44000000002	97589.52000000003	72256.01000000002	82293.55000000003	88690.43000000001	109600.18000000001	77769.12000000001	105735.49999999996	66225.95	99310.25000000001	92626.20999999999	96246.34000000001	86706.43000000004	67665.08000000002	84894.06000000001	99559.79	113077.75999999995	75450.34000000003	102589.54000000001	86384.02000000002	81650.45000000001	98152.29000000002	84262.90000000002	78515.32000000004	78844.01000000002	72198.64000000001	99655.28	86978.37000000001	89696.90000000001	83351.20999999999	75084.22000000003	95369.18000000002
Glycerolipid metabolism [PATH:ko00561]	356631.84000000014	432643.85000000003	503536.42000000016	389680.18999999994	515532.5300000001	443619.3699999998	491215.55999999994	431675.5700000001	254340.37	362578.65	381591.43	359910.33	515449.7	507056.52	476123.95000000007	341208.6200000001	371269.26999999996	391034.6100000002	552712.0300000001	329090.97000000003	474787.8899999997	308579.05000000016	435550.7200000001	390189.79000000004	413026.27	427700.73000000004	285258.93999999994	371986.25999999995	447742.85	503229.54999999993	342332.07	497428.04999999993	377354.4400000002	414074.13000000006	455058.4900000001	434064.7900000001	367519.08000000013	370574.0800000001	331971.39	490543.93	401745.47	413029.81999999995	375684.43	359528.6000000001	451835.62
Glycerophospholipid metabolism [PATH:ko00564]	435229.7800000001	458205.9600000001	530126.4700000001	457598.61000000016	536079.78	481452.1400000001	513034.27999999997	466855.8500000001	301786.2	407276.12000000005	435043.07999999984	403649.73000000016	513357.13999999984	523723.5100000001	495901.54000000015	387343.5700000001	414470.46000000014	425879.7700000001	576429.5199999998	646544.6900000003	497304.11999999994	629663.81	476625.32000000007	441588.97	460702.21	445397.35000000015	354402.81000000006	437784.52000000014	475299.9099999998	518928.5299999997	396916.1300000001	527102.5800000001	433962.24000000017	454045.52	526384.2000000002	463899.53	433928.3300000002	432099.24999999994	385219.76000000007	512341.12	447536.49999999994	472831.8099999999	441296.1999999999	430489.5600000002	495073.8100000001
Glycine	819119.3800000004	965030.2100000003	1088786.17	940205.7100000002	1097466.03	997963.9200000003	1042826.0700000009	948869.3100000004	622476.8300000001	816405.4000000001	842842.2099999998	818934.6699999996	1079949.6799999997	1078098.8	1041454.2600000002	816457.2600000002	823442.9700000004	900317.9599999998	1161855.7999999998	1179198.1900000006	1020976.84	1141545.67	945373.6100000003	868754.1499999999	935931.1699999997	924223.7000000002	734887.2500000001	883299.17	943618.3900000005	1060286.0399999993	790842.7700000001	1090523.7	896802.8400000005	951284.4400000004	1042732.29	976680.3200000001	887489.8600000006	862199.1500000001	786737.0900000001	1067170.6400000001	904514.4900000002	964478.7600000001	879689.0200000004	832910.7400000002	1022893.3
Glycolysis / Gluconeogenesis [PATH:ko00010]	1106746.77	1298723.2100000002	1458056.9500000002	1237370.2700000003	1465057.0800000003	1334421.1100000006	1405978.4500000002	1309858.33	810982.6600000001	1082738.2199999997	1176336.11	1113138.7700000005	1489908.0599999998	1442264.7400000005	1412989.9500000004	1066457.08	1117457.4499999997	1198605.6900000002	1614053.9699999993	1678752.9299999997	1365746.2100000004	1540836.87	1281354.4600000002	1159820.78	1237263.0700000005	1282669.2200000004	936552.1500000001	1185457.3699999999	1290887.1700000002	1421050.9499999988	1085392.6800000006	1444280.0300000005	1241967.5400000007	1298052.1000000006	1383838.1100000006	1323484.3200000003	1180971.3200000003	1194948.1100000003	1058352.17	1435029.4299999995	1239860.9400000002	1289013.59	1166764.74	1232627.47	1400437.8800000006
