function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	37801.44000000002	24925.25	21321.390000000007	33374.73	31544.33000000002	28835.97	34524.82	33408.78000000001	29271.180000000015	33409.649999999994	22353.60000000001	30360.61000000001	24505.879999999986	34627.82000000001	31978.170000000016	32443.000000000015	26330.790000000005	20042.36	33267.77	24592.040000000005	30265.91000000001	28341.37000000001	27550.87000000001	27933.939999999995	31586.21	25665.42	21090.410000000007	17996.970000000012	27588.56	36118.580000000016	36133.290000000015	37038.87000000002	35715.34000000001	31972.17000000001	26343.310000000005	28465.46	28284.11000000001	29919.740000000016	27913.649999999994	22361.279999999995	39177.27	28340.16	16509.97	32230.180000000004	42004.45000000001	37042.73999999998	28309.640000000007
K02377	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]	22765.310000000016	15166.36	10012.79	17530.15	12196.06	10693.07	15037.77	13123.93	20225.360000000004	21536.230000000003	8751.499999999998	11177.55	12363.66	10519.52	9546.489999999998	9224.0	11610.550000000005	10938.17	14813.77	11675.179999999997	11805.379999999996	10850.819999999998	10612.9	12894.990000000002	19480.17	16054.22	13798.62	14109.1	13761.76	19472.81000000001	19875.780000000006	25115.960000000006	19566.63	17647.14	15652.079999999998	12524.42	10171.68	9921.72	5814.2	8904.35	16029.34	10325.8	4791.19	13540.45	22274.95	18964.759999999995	10117.07
K02379	fdhD; FdhD protein	817.7099999999998	777.28	731.3600000000001	901.6	985.83	932.09	616.7799999999999	775.34	729.67	702.8399999999998	506.25999999999993	690.3399999999998	714.55	743.05	656.4800000000001	1093.0799999999997	500.3100000000002	1126.71	699.6999999999998	668.59	577.5300000000002	581.6700000000002	752.7499999999999	710.2699999999999	536.88	720.36	477.22000000000014	554.2900000000002	536.7099999999998	766.8100000000002	844.92	1146.14	641.7	876.9699999999997	586.8000000000002	635.14	711.0799999999998	1386.2899999999993	2818.58	1943.1300000000006	929.1	3369.08	1254.6999999999996	390.55000000000007	412.03	576.4599999999998	557.4499999999998
K02380	fdhE; FdhE protein	512.04	248.45	238.94	478.26	503.07999999999987	293.3400000000001	256.61	440.42	364.42	299.5100000000001	182.76	310.92	224.38	278.22	241.31	593.0800000000003	282.98000000000013	205.37	356.79	275.25	346.61	186.25000000000003	165.32999999999996	365.69000000000005	295.12999999999994	329.61	198.05	186.29	153.96	534.2299999999998	633.17	935.39	513.3699999999999	431.88	389.72	161.56	147.33	1252.8699999999994	1844.58	2313.79	928.35	3948.41	1220.86	112.13	92.11	139.70000000000002	139.86999999999998
K02381	fdrA; FdrA protein	39.03999999999999	56.6	165.54	84.06	55.72	95.02	6.33	56.57	11.86	10.0	114.33	85.0	51.74	40.29	9.94	72.62	18.770000000000003	22.3	70.57	99.58	33.660000000000004	41.54	7.06	49.86	15.17	16.65	100.67	67.0	35.06	24.54	13.33	49.2	27.13	32.41	110.09	83.08	56.5	51.22	8.33	41.49	11.87	14.06	80.99	37.19000000000001	23.87	89.86	0.33
K02385	flbD; flagellar protein FlbD	28068.970000000016	17018.15	13068.69	21434.160000000003	24479.82000000001	19775.82	22477.39	23774.55000000001	21947.83000000001	25308.810000000005	12017.91	15501.3	16308.36	21891.50000000001	19846.810000000005	17255.5	17506.479999999996	11974.17	24569.65	14229.12	23070.98000000001	18384.49	14764.28	18322.15	24295.9	15835.15	13276.01	11017.83	16058.39	25575.58	25603.83000000001	27523.22000000001	25881.38	24090.52	19869.51	13305.6	10463.95	15845.15	14007.1	13182.65	25090.67	13523.12	8382.16	21605.160000000003	32840.990000000005	26438.709999999992	15354.33
K02386	flgA; flagella basal body P-ring formation protein FlgA	663.49	325.65	431.56	580.62	614.23	326.11	289.01	727.56	418.5	344.42	309.52	361.42	267.45	290.86	227.24	550.46	288.4600000000001	235.69	429.9	323.57000000000005	433.24	148.11	244.43	385.09	543.76	415.75	357.16	281.46	191.67	751.39	797.9399999999998	961.24	634.9200000000002	462.53	545.9100000000002	220.48	162.39	942.7	1366.89	1643.95	702.0799999999998	2883.1800000000007	994.58	132.70999999999998	86.28999999999998	198.96	203.78
K02387	flgB; flagellar basal-body rod protein FlgB	31993.670000000016	19793.91	14117.249999999998	28005.28000000001	26849.66000000001	22034.68	25664.65	26949.97000000001	24097.26000000001	28321.980000000003	14360.68	18913.58	18067.56	24490.970000000016	24388.550000000007	21816.71	18918.980000000003	14143.32	26785.69	17200.149999999998	25374.97000000001	20959.310000000005	17666.07	21872.669999999995	26997.620000000006	18262.4	14982.92	13127.75	19156.92	29798.04	30738.630000000016	30672.210000000014	29175.3	26750.87	22239.17	24774.65	25236.84000000001	23225.6	23020.49	17866.1	28787.82	20887.05	13246.489999999998	26749.87	35553.28000000001	30369.029999999984	23592.610000000004
K02388	flgC; flagellar basal-body rod protein FlgC	32458.290000000008	19981.720000000005	14528.249999999998	28426.61000000001	27185.13000000001	22515.68	26075.65	27337.44000000001	24276.83000000001	28548.650000000005	14637.68	19393.390000000007	18338.56	24923.11000000001	24844.880000000005	22085.04	19462.360000000004	14362.94	27155.22	17548.77	25823.30000000001	21199.930000000004	17853.54	22568.909999999996	27127.910000000003	18963.4	15447.25	13465.04	19601.06	30131.8	31244.100000000013	31180.210000000014	29611.97	27574.63	22448.17	25015.41	25392.84000000001	24463.93	24760.16	19594.43	29742.25	23967.05	14274.82	26920.87	35962.28000000001	30628.499999999996	23810.28000000001
K02389	flgD; flagellar basal-body rod modification protein FlgD	25019.96000000001	16265.05	11422.75	19436.280000000006	20673.300000000007	12753.179999999997	18193.149999999994	19115.610000000004	19542.330000000005	23668.48	9104.679999999997	13832.72	14280.56	18526.11000000001	18868.550000000007	14694.71	13988.69	11479.61	22531.050000000007	12324.94	20711.47	16957.1	13614.71	15957.240000000002	23164.910000000003	13863.4	11812.919999999998	10195.04	15604.06	23868.97	23169.27000000001	24038.71000000001	22507.3	20280.8	18136.669999999995	12772.58	9587.839999999998	16004.6	11700.49	13392.6	24440.25	16770.549999999996	8444.49	22557.87000000001	30729.28000000001	25934.66999999999	14487.61
K02390	flgE; flagellar hook protein FlgE	19834.310000000005	11548.72	6319.459999999999	17479.620000000006	12425.97	15434.179999999997	15587.82	16568.95	17388.680000000008	16056.67	10517.18	12392.389999999998	7577.88	15111.61	12406.06	12395.37	11706.71	7995.11	18517.070000000003	12272.299999999996	11023.32	11874.94	11888.3	10017.87	12043.48	8719.74	6501.96	7084.92	10494.96	13663.75	14569.95	17051.780000000002	14366.01	13750.84	9892.21	20226.01	21346.540000000005	18277.93	21570.94	13559.77	21046.75	18956.72	11039.99	20675.210000000006	26854.450000000008	19775.800000000007	20177.5
K02391	flgF; flagellar basal-body rod protein FlgF	106.16	141.48000000000005	299.06000000000006	183.29	85.9	155.61	81.00999999999998	118.23	81.0	80.25	190.52	148.25	93.45	86.86	93.91	185.63	130.79000000000002	158.36	222.73	252.74	89.91	99.78	153.10000000000005	188.92	139.76	144.25	258.33000000000004	197.46	127.17	75.06	64.11	92.24	64.25	95.2	179.91	170.15	130.39	107.87	83.21999999999998	77.12	61.58	87.17999999999998	133.25	87.71	32.29	60.63	109.61
K02392	flgG; flagellar basal-body rod protein FlgG	64695.76000000004	39718.62	28573.44	56512.27	54173.70000000002	44661.75	51981.29000000001	54435.99000000003	48365.66000000002	56940.71000000001	29000.84	38254.19	36423.67	49705.36000000003	49412.19	43722.79	38538.59	28483.86	54022.37	34705.139999999985	51479.03000000002	42238.42000000001	35513.32	44641.55999999999	54061.06000000001	37519.55	30362.51	26644.619999999995	39006.95	60141.88000000001	62369.43000000003	62155.18000000002	59048.35	54858.40000000001	44621.43000000001	49497.01	50432.29000000002	46683.32999999999	46151.76	35874.079999999994	57901.92	41818.92	26431.73	53596.03	71741.27	60976.70999999999	47212.61000000001
K02393	flgH; flagellar L-ring protein precursor FlgH	665.49	334.65	457.56	581.62	621.23	333.11	290.01	727.56	418.5	345.42	315.52	364.42	269.45	293.86	228.24	553.46	288.4600000000001	235.69	435.9	323.57000000000005	435.24	148.11	247.43	389.09	543.76	415.75	364.16	284.46	192.67	753.39	798.9399999999998	961.24	634.9200000000002	462.53	555.9100000000002	226.48	164.39	942.7	1366.89	1644.95	702.0799999999998	2883.1800000000007	1003.58	134.70999999999998	87.28999999999998	200.96	203.78
K02394	flgI; flagellar P-ring protein precursor FlgI	665.49	334.65	442.56	581.62	621.23	333.11	290.01	727.56	418.5	345.42	309.52	364.42	269.45	293.86	228.24	553.46	288.4600000000001	235.69	429.9	323.57000000000005	435.24	148.11	247.43	389.09	543.76	415.75	357.16	284.46	192.67	753.39	798.9399999999998	961.24	634.9200000000002	462.53	545.9100000000002	226.48	164.39	942.7	1366.89	1644.95	702.0799999999998	2883.1800000000007	994.58	134.70999999999998	87.28999999999998	200.96	203.78
K02395	flgJ; flagellar protein FlgJ	10890.63	6180.949999999999	1934.98	8190.5999999999985	3168.3899999999994	3547.02	5636.59	5064.47	9673.17	10690.74	2390.51	4565.9	1972.95	5700.509999999998	4671.73	3261.6	4807.859999999999	3150.69	10503.08	5106.1399999999985	3660.85	5416.01	5390.66	3265.0200000000004	5563.509999999998	2540.93	2571.4	3068.4999999999995	4457.219999999998	5475.8899999999985	5757.36	7880.629999999999	5513.51	5340.75	3702.89	5456.73	2773.69	4803.1799999999985	3560.45	3435.580000000001	8047.410000000002	3953.88	2014.74	8880.019999999999	16043.29	10224.63	5793.23
K02396	flgK; flagellar hook-associated protein 1 FlgK	50338.43000000002	30009.04	15821.409999999998	40680.60000000001	33982.450000000004	23832.84	33090.539999999986	33644.34000000001	38965.150000000016	45741.95000000001	16521.420000000002	24266.37	23578.76	30327.78000000001	28314.69	27075.870000000006	22986.660000000003	20591.269999999997	39917.03	23718.06	29693.120000000006	28570.590000000004	24133.880000000005	26697.41	41998.24000000001	24576.72	19083.73	17702.67	27428.38	44738.45000000001	45284.92000000002	47948.20000000001	42019.97	38185.110000000015	32949.31	33793.91	31747.96	31977.91	25102.31	23135.24	44675.57999999999	28060.83	15693.81	45534.86000000001	58982.11000000001	50255.36999999999	33848.73
K02397	flgL; flagellar hook-associated protein 3 FlgL	14265.48	9352.55	3626.76	12419.29	7193.6399999999985	7062.6799999999985	9246.820000000003	9221.62	12698.18	12909.5	5316.1799999999985	8738.72	4628.88	9917.11	9984.73	6640.54	7058.039999999999	5648.78	14830.9	8423.47	7270.990000000002	9255.61	8768.869999999999	6338.4	9103.58	5456.24	4072.93	5409.719999999998	8307.56	9437.820000000003	9126.12	10438.38	8385.64	7910.309999999998	6230.01	8400.58	5308.539999999999	10645.6	9225.17	8213.44	16910.25	13625.72	6258.16	16992.21	23110.450000000008	16577.47	11191.13
K02398	flgM; negative regulator of flagellin synthesis FlgM	24178.17000000001	14538.91	4802.25	18264.78	13254.66	11582.679999999997	14698.65	15020.469999999998	19966.260000000006	21184.980000000003	7815.6799999999985	10090.08	9154.56	12265.97	12284.05	11945.71	9002.48	9498.82	17258.19	11052.649999999998	10074.47	11694.31	10764.57	10704.170000000002	19026.620000000006	10842.4	7200.419999999999	8160.249999999999	13123.42	20516.540000000005	20741.13000000001	23180.71000000001	18652.300000000007	16816.370000000006	14786.669999999998	11190.65	8840.839999999998	13854.6	9912.49	10335.6	21130.82	14891.55	6566.49	21000.370000000006	27642.78000000001	23389.02999999999	13250.11
K02399	flgN; flagella synthesis protein FlgN	47.66	60.78	81.16	93.68999999999998	48.2	88.30999999999997	30.71	86.72999999999998	41.1	32.25	57.62	97.45	59.25	54.06	47.21	132.13	87.19	82.66	104.13	169.44	74.31	71.98	90.7	159.92000000000004	96.86	82.55	117.53	154.46	108.57	53.96	37.31	74.24	35.25	40.7	56.31	106.55	79.49	71.86999999999998	26.82	59.62	43.58	34.18	34.45	43.91	19.79	34.53	48.71
K02400	flhA; flagellar biosynthesis protein FlhA	32440.290000000008	19949.050000000007	14498.249999999998	28369.61000000001	27133.80000000001	22439.68	26054.98	27314.11000000001	24262.83000000001	28533.980000000003	14612.68	19324.720000000005	18301.56	24907.440000000013	24825.880000000005	21959.71	19454.360000000004	14361.61	27142.88	17529.77	25800.97000000001	21196.270000000004	17836.21	22528.57	27127.24	18941.4	15450.589999999998	13478.04	19592.06	30110.800000000007	31217.770000000015	31145.210000000014	29594.97	27556.3	22420.17	25018.08	25379.84000000001	23653.93	23482.82	18060.1	29133.579999999994	21199.05	13435.489999999998	26913.2	35933.28000000001	30604.499999999996	23782.61000000001
K02401	flhB; flagellar biosynthetic protein FlhB	31753.460000000014	19322.800000000007	14028.38	27054.78000000001	26406.380000000016	21691.93	25268.4	26546.11000000001	23552.00000000001	27883.230000000003	13473.429999999997	18458.050000000007	17592.809999999998	24036.69000000001	24247.050000000007	21142.96	18957.94	13238.53	26345.22	16520.019999999997	25199.55000000001	20379.270000000004	16731.44	21877.109999999993	26571.93	18509.23	15080.97	13072.09	18946.99	29598.370000000006	30510.10000000001	30238.730000000014	28632.77	26928.52	21529.55	14313.15	10964.339999999998	18548.18	16677.39	15834.270000000002	28304.75	20055.629999999994	10509.41	24506.540000000005	35345.610000000015	28680.999999999996	16773.579999999998
K02402	flhC; flagellar transcriptional activator FlhC	66.66	85.78	171.16000000000003	87.68999999999998	41.2	94.31	48.71	95.73	56.1	44.25	119.62	95.45	47.25	54.06	64.21000000000001	135.13	88.19	100.66	156.13	160.44	62.31	71.98	113.7	162.92000000000004	111.86	97.55	183.53	147.46	99.57	53.96	45.31	78.24	46.25	59.7	126.31000000000002	93.55	68.49	71.86999999999998	44.82	63.62	46.58	49.18000000000001	82.45	44.91	14.79	37.53	69.71000000000001
K02403	flhD; flagellar transcriptional activator FlhD	66.37	85.64	171.16000000000003	87.68999999999998	41.06	94.31	48.71	95.59	55.53	44.25	119.62	95.31	47.25	53.92	64.21000000000001	135.13	87.47999999999998	99.37	155.26999999999995	160.15	62.31	71.69	113.56	162.35	111.57	97.55	183.53	147.17000000000004	99.43	53.53	45.17	78.24	46.25	59.27	126.31000000000002	93.12	68.49	71.86999999999998	44.82	63.62	46.15	49.18000000000001	82.45	44.91	14.79	37.39	69.71000000000001
K02404	flhF; flagellar biosynthesis protein FlhF	23325.80000000001	13825.36	4558.26	18031.75	12863.18	10861.96	14071.19	14376.56	18715.22000000001	20783.140000000007	7043.6399999999985	9647.62	8796.900000000001	11671.97	11841.67	11160.49	8635.74	8743.19	16783.75	10717.249999999998	9690.58	11291.12	10182.5	9879.64	18503.13	10390.52	6772.1399999999985	7897.829999999999	12503.82	19872.01	20187.280000000006	22403.39000000001	17894.04	16055.34	14201.94	10809.86	8502.019999999999	13281.14	9322.99	9835.97	20471.33	14139.78	5988.45	20656.290000000008	27116.83	22993.129999999994	12653.39
K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	32419.460000000014	19928.550000000007	14391.749999999998	28293.280000000013	27129.30000000001	22406.18	26031.65	27292.61000000001	24237.33000000001	28516.980000000003	14546.18	19276.220000000005	18277.56	24886.11000000001	24817.050000000007	21932.71	19437.19	14339.11	27086.55	17462.94	25796.97000000001	21172.6	17816.21	22515.239999999994	27124.410000000003	18925.9	15375.92	13436.54	19579.06	30101.97	31211.770000000015	31135.210000000014	29575.3	27554.8	22375.17	24960.08	25339.34000000001	23700.6	23471.49	18050.1	29130.25	21177.05	13396.489999999998	26885.37	35935.78000000001	30590.669999999984	23777.11000000001
K02406	fliC; flagellin	82788.24999999997	50061.35000000001	24266.78	68744.08	54733.81000000001	45704.06000000001	58018.38000000001	59564.86000000001	64219.23	75597.44999999997	30001.470000000016	37755.66000000002	37182.109999999986	51558.03000000001	44579.15000000001	42047.390000000014	37874.27000000001	32753.16	59803.57	39498.94000000002	48440.23	43564.84000000001	38580.37	42417.11	66935.65000000001	42040.8	30512.34000000002	29176.58000000001	44994.26	75565.36999999997	74173.88999999997	80648.34999999998	71482.21999999999	66262.6	56999.01000000001	44669.12000000001	40089.070000000014	47694.49000000001	39328.05999999998	37255.9	72440.31999999999	48615.92	24541.05	66714.82999999999	92157.48	74597.88	46658.79000000001
K02407	fliD; flagellar hook-associated protein 2	46411.93000000002	27282.54	14906.409999999998	35534.6	32290.450000000004	21603.34	29732.47	30469.77000000001	36667.150000000016	43161.95000000001	13537.99	19561.370000000006	22309.26	27490.78000000001	23901.19	22027.37	21638.16	19252.27	36248.03	20799.06	27487.620000000006	25471.590000000004	21345.88	22742.91	38546.74000000001	22855.22	17549.73	15667.169999999998	24358.38	41067.95	40340.92000000001	44723.70000000001	38414.97	34955.11	30725.31	20923.91	15554.959999999995	22455.41	15700.81	18867.6	40313.08	23092.04	10774.81	38341.360000000015	54670.61000000001	44308.36999999999	23259.09
K02408	fliE; flagellar hook-basal body complex protein FliE	31731.960000000014	19369.050000000007	13971.58	27603.28000000001	26232.130000000016	21871.68	25366.65	26364.11000000001	23564.50000000001	27773.980000000003	14197.68	18747.050000000007	17637.559999999998	24074.44000000001	24290.550000000007	21309.71	18676.690000000006	13955.28	26666.22	17133.77	24838.30000000001	20736.270000000004	17504.54	21851.909999999996	26764.58	18200.73	14954.92	13101.04	19269.39	29538.47	30534.10000000001	30656.88000000001	28583.97	26928.97	21914.5	24743.750000000004	25140.84000000001	23015.93	22815.49	17585.769999999997	28645.25	20558.379999999994	13037.159999999998	26695.54	35559.610000000015	30182.499999999996	23437.28000000001
K02409	fliF; flagellar M-ring protein FliF	26173.96000000001	15727.05	6743.579999999999	22110.28000000001	16807.129999999994	14180.679999999997	18468.65	19080.110000000004	21010.50000000001	22751.980000000003	10839.679999999997	13120.05	11251.56	15912.44	14373.55	14279.71	11385.69	10961.28	19722.22	13716.769999999995	13010.3	13566.27	13134.54	13386.910000000002	20654.580000000005	13048.73	8468.92	10127.04	15081.39	22543.47	23494.10000000001	26104.88000000001	21292.97	19427.97	16737.5	22187.75	23385.84000000001	19329.93	17081.489999999998	13135.77	23524.25	16829.379999999994	9613.16	23980.540000000005	29436.610000000004	25838.499999999996	20668.280000000006
K02410	fliG; flagellar motor switch protein FliG	32366.960000000014	19874.050000000007	14338.58	28309.280000000013	27090.130000000016	22327.68	26022.65	27222.11000000001	24222.50000000001	28495.980000000003	14585.68	19084.050000000007	18202.56	24874.440000000013	24724.550000000007	21891.71	19226.69	14293.28	27101.22	17433.77	25744.30000000001	21136.270000000004	17817.54	22270.909999999996	27093.58	18737.73	15250.92	13399.04	19530.39	30094.47	31209.100000000013	31090.88000000001	29550.97	27456.97	22387.5	24825.750000000004	25234.84000000001	23238.93	23033.49	17932.769999999997	28976.25	20904.38	13254.16	26834.54	35870.610000000015	30496.499999999996	23647.28000000001
