pathway	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	4102.8088	5071.2222	5225.5792	4814.6332	3532.5747	5250.0476	5070.2187	3838.3137	5068.0388	3173.7619	4962.7174	3562.4895	5140.1281	3546.5729	2982.4493	3825.6067	3037.2314	6024.3145	3909.1496	5725.9715	3426.6961	5039.6276	4799.2861	4555.8057	3124.6851	6291.7501	3623.1138	2994.7313	5251.2216	3134.9052	3649.3434	3580.7647	3654.788	4203.8486	3606.5863	4617.8334	3533.5437	3039.8604	2025.5864	4186.1421	2805.7374	2920.6285	2377.198	3042.5946	2145.5975	3002.9019	4051.0936
PWY-5177	glutaryl-CoA degradation	1421.2697	1280.4283	1603.6113	2680.0467	1262.0902	1210.0834	1574.4638	1498.7866	956.288	1066.7584	2165.4879	1396.5059	863.7092	1251.5639999999999	954.6463	1453.9129	1030.5631	1015.5469	1313.01	1889.2712	1285.5298	957.0156	910.0836	1470.6726	1231.0912	1143.6463	1220.6386	1115.5492	987.4555	916.5938	1262.0139	1889.6822	1737.6267	1075.8599	1696.7857	1045.9239	679.9982	877.9949	576.7982	1068.8177	667.5767	612.5199	663.86	611.2578	601.635	564.2816	700.8154
PWY-5178	toluene degradation IV (aerobic) (via catechol)	29.9589	63.7194	44.1091	38.1931	48.8868	64.3608	19.7996	23.7705	16.0999	53.8123	17.5944	23.1384	42.5097	40.2278	65.722	71.4239	50.5342	89.3921	50.7404	100.596	66.3412	65.1162	37.691	33.0204	19.8879	51.4321	24.8886	36.5149	36.2312	23.0292	21.1681	24.9836	20.2561	46.1182	34.158	42.6576	46.8974	42.4002	30.4358	24.3636	16.6223	47.1809	14.3728	18.4972	22.7979	26.5262	29.2601
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	377.7374	455.33099999999996	748.9769	469.0479	511.92199999999997	634.7492	904.0341	708.4958	632.5418	576.9771	905.9595	861.5731	728.8061	891.4669	228.2359	226.6118	184.9148	218.6391	301.8385	364.3589	236.7815	276.8274	530.1667	371.13199999999995	397.2578	366.4909	544.1359	578.4754	517.9607	354.38	319.77099999999996	215.6361	267.4781	252.4117	458.9632	471.4735	382.1344	531.3869	598.847	419.6926	445.6079	436.0125	485.9732	456.9356	421.3288	728.7496	547.8218
PWY-5181	toluene degradation III (aerobic) (via p-cresol)	49.6917	69.5912	117.6338	85.2304	50.2507	94.4698	55.5692	58.9566	43.6589	51.1197	100.7739	108.5118	59.9342	56.0544	116.7293	181.6233	115.4119	154.6819	179.5122	220.7688	115.5816	144.6907	79.0441	71.5474	55.8305	67.6061	104.7118	130.3422	63.8035	44.0548	44.9909	65.0327	55.2625	56.2583	85.6218	109.6251	74.3847	79.9005	47.6496	41.5688	39.1612	40.205999999999996	48.8489	52.4356	27.7959	43.7082	62.5168
PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	377.7374	455.33099999999996	748.9769	469.0479	511.92199999999997	634.7492	904.0341	708.4958	632.5418	576.9771	905.9595	861.5731	728.8061	891.4669	228.2359	226.6118	184.9148	218.6391	301.8385	364.3589	236.7815	276.8274	530.1667	371.13199999999995	397.2578	366.4909	544.1359	578.4754	517.9607	354.38	319.77099999999996	215.6361	267.4781	252.4117	458.9632	471.4735	382.1344	531.3869	598.847	419.6926	445.6079	436.0125	485.9732	456.9356	421.3288	728.7496	547.8218
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	29542.4412	19779.2907	13445.2188	25407.9163	19232.6551	16707.9271	21214.9433	20577.1093	23249.1325	26692.7232	11483.568000000001	17774.5725	16029.5013	18176.0154	19763.1024	18334.5894	16928.3591	14427.0657	22390.9284	16095.9332	18707.1186	17181.1508	16126.0493	18765.6217	24953.6855	19837.0088	16650.2834	18406.6606	17535.8092	26335.0625	26945.2381	28569.2219	25682.2286	22237.0067	20589.3141	27483.235	27764.7822	23167.3999	21465.7549	15939.1993	23193.6948	18807.9538	12669.6687	23455.5467	30870.8733	27870.7151	23257.9501
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	29604.5242	19487.5198	13324.7542	25888.8029	19664.4435	15164.4546	20706.8725	19880.4274	22608.6459	26467.6292	10839.6998	17761.2159	16160.9846	17569.2824	19136.5053	17991.3323	16515.657	14306.5111	22700.5359	15490.9546	18516.5283	17530.5682	15912.9852	19179.4365	24790.217	19917.6958	16596.2353	18048.8701	17088.7401	26292.3646	27180.5943	27761.224	25384.8922	21873.6764	20136.1126	27242.7919	27251.9586	22413.4709	20047.1544	15495.4034	22615.3145	18079.253	12145.1872	23261.0926	30364.5158	27619.0523	22827.2315
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	802.8281	4207.034000000001	3324.9466	399.184	3941.1218	2320.0807	1666.5186	2918.3797	4721.6984	2703.7248	4723.8543	3801.1682	4337.4231	4312.3067	2322.4863	2108.0299	666.6656	2104.9435	1773.6384	1756.7565	1749.2206	2462.3099	3890.6872	3147.8111	1876.4744	1042.2924	2217.2533	3188.2258	4511.4463	1097.0631	1242.3221	931.7128	454.7554	1713.7525	2390.8626	1101.2176	1129.6523	1712.6153	3003.2435	1625.7595	980.1854	1773.3663	1471.2044	1435.0909	1323.9067	2019.5544	1928.2225
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	1916.0	1228.34	666.4	1736.98	1953.98	1031.66	1237.66	1332.64	1497.0	1465.02	541.34	1050.0	824.32	1098.0	946.98	1616.32	847.36	769.98	957.02	435.32	1105.64	484.98	781.86	908.28	1074.46	1652.34	527.06	566.4	501.14	2154.52	2861.32	3415.46	1981.08	1935.4	1418.06	434.86	442.66	3775.66	5509.56	6390.32	2773.0	11682.34	3587.32	356.66	482.68	554.32	637.76
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	1823.5447	4285.7878	10358.8333	2420.5458	1689.967	2129.9541	2453.5413	2521.7472	2658.8036	1518.0749	2353.0889	6518.2705	4831.2729	1831.9092	4384.0918	2031.1916	7366.1887	2378.6231	1603.8508	2251.6228	7036.7897	1915.2079999999999	1657.1986	5347.0852	6267.1535	7011.8603	11315.6454	13714.3522	2086.7176	1725.9654	1707.4656	1427.3363	3734.3496	1318.1248	5501.5658	8217.7578	7950.6341	5819.2247	2925.6886	2383.0226	1328.3658	2411.4652	3969.2882	3167.3981	1178.9744	1820.5941	6056.5529
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	11922.3087	5504.5721	5962.5379	15503.0038	7003.7904	7541.9669	7873.7408	7233.605	5465.6603	9311.8639	5777.5335	9008.3883	6003.1463	7361.5036	5374.7712	14546.7374	5588.3179	5587.826999999999	7565.0827	7318.8588	4968.7486	6924.4683	6572.5914	9119.7256	5725.217	5829.9194	6378.4291	5156.5839	6563.2719	10093.9103	13440.957	8515.7591	8758.4821	10088.1979	5301.6082	6104.526999999999	4575.4909	13403.7393	10767.6612	10102.8698	8743.0566	14489.541000000001	7118.0916	12124.8171	9898.4864	6478.2049	9265.2158
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	3470.7229	2623.8907	6266.4504	2656.8226	3112.6977	2640.9573	6118.7844	4057.6665	3781.2901	3755.7776	4297.0522	6018.6230000000005	3495.8638	3472.4454	2345.2412	1775.2697	4595.3036	4901.8718	3585.5282	3713.4227	4130.9291	3960.0653	6079.7348	4346.5686	3003.8309	6542.6784	6914.6151	9728.8544	5868.7808	4746.1224	3839.7717	5700.1392	3996.4476	4250.5797	2723.8032	5209.2684	5313.5041	5261.2842	2875.6166	3578.225	9307.2656	4628.9879	2711.9553	6992.0062	3916.4583	3815.6093	3884.4237
PWY-5415	catechol degradation I (meta-cleavage pathway)	91.86399999999999	117.7788	74.8987	61.9874	108.8751	159.2145	37.8647	41.8243	50.3574	69.675	22.8316	19.7251	79.953	75.2431	108.3683	95.7378	111.7759	122.6393	87.3483	121.4482	116.8682	123.4314	56.8247	38.6346	60.7476	71.6273	37.1127	31.7115	62.0518	56.3956	69.9248	70.8855	86.2271	81.7397	49.4138	68.32600000000001	104.4846	125.8949	58.6303	56.6701	38.6579	68.405	17.115	15.4029	39.5215	71.5649	70.1163
PWY-5417	catechol degradation III (ortho-cleavage pathway)	34.0659	64.094	79.4628	68.6003	53.2988	79.3381	40.6222	42.0111	28.1382	60.1756	64.7952	83.5036	55.0242	51.1235	96.3529	134.2322	93.3691	143.9603	140.3299	184.6029	99.4727	114.1209	64.9449	61.8026	37.1433	65.2211	79.7048	108.5512	65.0212	42.0604	35.6801	42.7495	33.4796	46.9546	55.7988	88.8832	63.2006	62.6683	46.0359	31.7534	27.01	52.5182	34.7923	44.1407	26.688000000000002	39.3131	52.6493
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	21.3568	19.5605	13.8549	1.9955	0.0	15.7851	21.7135	3.9883	13.84	34.891999999999996	21.7224	21.6907	1.9972	23.6642	19.1368	28.1023	18.9332	46.153	3.9718	11.7941	3.9664	7.8793	21.5153	5.9517	28.8869	32.4131	3.9858	15.763	3.9839	11.7954	7.8974	5.9165	17.4039	17.3783	7.9289	1.9954	3.9777	19.5965	27.3298	1.9948	7.9259	23.3138	3.9817	1.995	1.995	9.9246	15.7375
PWY-5420	catechol degradation II (meta-cleavage pathway)	33.0027	31.259	21.7962	3.4262	0.0	26.1137	28.0601	6.5934	20.7391	46.8984	22.5547	20.2965	3.4416	34.7327	30.6558	42.5074	30.6136	67.9504	6.7774	19.5891	6.8204	13.3413	30.6402	9.523	39.4169	44.8506	6.5407	21.1213	6.7121	18.3765	12.9772	9.9002	27.4203	27.199	12.655	3.4322	6.8108	31.4798	37.3051	3.4193	12.3407	33.9886	6.0922	3.2326	3.3881	16.0227	24.2739
PWY-5430	meta cleavage pathway of aromatic compounds	25.6433	26.134	8.0086	3.2363	0.0	21.6915	13.9555	3.7278	13.2313	39.9776	0.0	4.3933	0.0	26.3986	27.7544	0.0	25.8382	50.9186	3.898	14.0655	0.0	4.3469	19.1513	6.7892	26.1429	39.0566	6.1713	11.0565	0.0	16.4612	10.6826	8.5843	20.1413	23.3282	9.3548	3.24	3.8743	24.8516	29.4958	3.1686	10.3532	30.0074	5.4625	3.0719	3.1834	14.312000000000001	17.9434
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	34.0659	64.094	79.4628	68.6003	53.2988	79.3381	40.6222	42.0111	28.1382	60.1756	64.7952	83.5036	55.0242	51.1235	96.3529	134.2322	93.3691	143.9603	140.3299	184.6029	99.4727	114.1209	64.9449	61.8026	37.1433	65.2211	79.7048	108.5512	65.0212	42.0604	35.6801	42.7495	33.4796	46.9546	55.7988	88.8832	63.2006	62.6683	46.0359	31.7534	27.01	52.5182	34.7923	44.1407	26.688000000000002	39.3131	52.6493
PWY-5484	glycolysis II (from fructose 6-phosphate)	10232.6649	18047.2427	19250.5723	8690.9096	23541.0107	11204.0	13781.3839	16074.2723	13815.1619	12191.3145	12970.4299	15319.5215	16785.5254	20624.0166	21123.9194	14931.6176	16983.0848	14422.8528	18966.933	13809.5588	27492.6199	17031.0811	13157.457	18676.1876	16816.9159	15832.8487	17537.7536	20264.2232	14751.1987	16596.455	15005.9386	13471.3334	18412.6318	16228.4015	15027.0207	16791.7062	15600.5147	16982.6259	20492.5241	21439.6278	17819.9066	27509.3263	13651.9897	9217.1598	10173.6828	10761.7313	13419.0426
PWY-5505	L-glutamate and L-glutamine biosynthesis	47936.7228	36067.1604	32719.5988	42122.4612	40230.6436	29997.5603	41405.611000000004	39940.5547	39634.0459	44291.1792	26886.0188	41088.5956	32584.6882	43029.2943	40490.8697	37485.9012	35317.2704	28447.859	43179.5861	31038.1289	41940.6051	36472.3598	35123.6205	38243.8809	44289.1104	36435.4304	33409.7852	30745.1813	37331.9561	46699.1957	45810.3121	46729.3626	45868.5056	41198.8477	35911.0531	41039.3576	39642.0093	38717.6993	31149.6181	28343.5434	49660.5846	33608.8304	20681.6932	44077.5725	54760.495	48986.5868	39112.3813
PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	611.5996	453.3484	674.5793	696.3067	692.1635	1154.3144	567.2064	715.0745	491.9166	373.8142	447.9128	494.7311	679.9771	757.6133	763.3616	1425.981	718.8253	873.5572	486.6347	1117.1838	521.6376	1041.4557	906.8934	613.2180000000001	383.6534	475.9434	440.2495	564.427	509.1181	449.593	381.5497	428.2623	334.7263	274.254	385.282	743.8168	556.7348	720.5214	380.0005	478.1135	278.7119	208.7826	278.6627	276.3225	220.0208	526.9126	205.0701
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	26106.0071	19427.4891	20995.3491	23822.3337	27190.9249	22874.0919	27094.0127	27065.6976	19256.0239	21989.9268	18131.694	25691.8122	20512.8433	27102.5718	26323.9748	25113.9224	22425.6464	16659.1943	21608.8044	18753.4817	27131.2948	20856.906000000003	20609.8061	24344.8042	27009.7482	24029.9021	20269.5792	17269.22	22124.743	29796.1582	29198.7704	28435.8472	30066.1632	26149.2072	23510.642999999996	24349.6061	26377.5898	26383.0646	23053.6299	18961.6911	31399.3222	23389.3698	14618.9045	25226.8421	26904.6535	26117.8767	24246.3858
PWY-5531	chlorophyllide a biosynthesis II (anaerobic)	0.0	11.6822	0.0	0.0	0.0	17.4525	0.0	0.0	2.9639	14.3853	0.0	2.9815	0.0	5.9149	2.9842	0.0	8.8866	17.6307	0.0	5.9678	0.0	11.8355	8.8471	2.9807	0.0	17.6549	0.0	2.9858	0.0	2.9786	0.0	2.9775	0.0	8.8211	0.0	0.0	0.0	11.8485	5.9453	0.0	2.9730000000000003	8.833	0.0	0.0	2.9663	0.0	2.9826
PWY-5532	adenosine nucleotides degradation IV	13.2832	15.549000000000001	36.7805	22.9435	35.4258	21.4538	17.1661	38.4651	20.4554	23.4078	30.2491	48.9254	26.0149	81.4638	51.3368	217.9892	75.4787	26.5699	40.375	40.1375	44.5914	95.5961	25.8808	84.764	8.3051	39.0058	42.9444	48.2439	29.2365	12.8005	5.6264	29.0946	21.553	23.6835	24.3121	56.3735	47.748999999999995	123.5653	84.9105	96.7757	43.7313	53.5576	64.3392	40.8794	32.2897	29.1372	55.0908
PWY-5647	2-nitrobenzoate degradation I	0.0	3.7815	0.0	1.3953	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5942	1.5789	0.0	0.0	0.0	0.0	2.3077	0.0	4.459	0.0	0.0	0.0	0.0	1.9149	0.0	0.0	0.0	0.0	1.3125	0.0	0.0	0.0	1.1842	0.0	0.0	0.0	0.0	1.2329	0.0	0.0
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0.0	6.9761	14.1578	17.2066	10.6261	8.3052	2.3329	2.3593	0.0	0.0	0.0	22.6691	2.2231	4.0359	2.3405	14.0768	4.6445	15.050999999999998	15.6833	24.9118	5.9425	2.3188	4.4844	13.88	9.1085	8.7599	22.3069	39.3065	2.2621	2.2642	5.8916	4.4169	0.0	10.6984	2.4637	23.918000000000003	4.0726	4.2503	4.2078	4.5101	0.0	8.9937	2.4473	27.8228	5.7062	0.0	6.5613
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	11.234000000000002	9.2308	3.3689999999999998	1.2	0.0	8.3791	6.0829	1.2632	0.0	0.0	0.0	0.0	0.0	6.3717	0.0	0.0	2.5899	2.8024	1.5	0.0	0.0	1.5484	7.4717	2.4	6.729	5.0762	2.4348	0.0	0.0	6.0	4.6452	0.0	2.5714	0.0	3.9344	1.0909	1.5753	4.5569999999999995	4.9079	1.2414	2.1818	0.0	2.4828	0.0	1.3091	5.2174	7.6654
PWY-5655	L-tryptophan degradation IX	0.0	6.9562	0.0	3.1683	0.0	0.0	0.0	2.2452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6258	3.5626	0.0	0.0	0.0	0.0	4.9039	0.0	8.1369	0.0	0.0	0.0	0.0	3.7983	0.0	0.0	0.0	0.0	3.0226	0.0	0.0	0.0	2.4626	0.0	0.0	0.0	0.0	2.5754	0.0	0.0
PWY-5659	GDP-mannose biosynthesis	14555.1522	20031.8365	21756.7013	13466.4391	19723.5732	16455.181	18991.9877	19271.6824	19635.8435	15594.8098	17742.4096	21880.6114	22445.7376	21357.8172	21170.347999999998	21310.8042	19667.1057	18331.2013	19836.8482	17188.5567	22502.4454	20179.3347	20019.1802	21168.8323	20946.0538	22723.0801	21769.1648	20527.8999	20523.8758	16035.4596	16202.3914	14609.9232	19261.9948	16643.8536	17519.8829	25798.5358	27285.854	22441.3732	20811.2061	15713.6131	18530.2315	16687.0594	12677.5853	17584.068	18241.2192	19618.2035	22081.8925
PWY-5667	CDP-diacylglycerol biosynthesis I	51002.6757	37585.2563	34660.2969	45053.9919	43640.5806	38929.8713	46711.3317	45157.123	42729.5251	46034.7763	31650.1696	43473.8354	37497.2276	46419.6011	43828.6288	43595.6671	38059.7582	30496.45	45449.2336	34908.9929	43549.1999	40228.8023	38523.1473	40243.9995	45866.3084	39506.3264	35376.8136	32453.461	38586.3197	48711.4767	48464.5332	49489.6599	48896.4957	43718.869000000006	38170.6466	41730.1611	40063.039	42164.8518	38421.4454	31793.5627	53157.7486	39293.4185	23952.8471	44911.892	56618.9019	50804.3263	40519.8561
PWY-5676	acetyl-CoA fermentation to butanoate II	8855.95	7498.12	5129.7731	14756.0256	7628.7079	5991.4996	11059.261	10007.4111	7832.3392	7030.6953	13108.9913	8856.2783	4928.4555	9536.2541	5375.2452	6909.5024	5265.9022	3799.2331	4584.7198	9358.851999999999	7641.3666	4055.3402	4664.7223	8224.5928	7793.6603	4175.6595	4294.2254	5096.9729	5780.3453	6654.9199	9857.9757	12805.4423	12774.1592	7366.3479	9476.2843	2459.1248	1738.8007	3713.4131	4160.1244	4590.9573	4691.0677	5663.6617	2499.7661	1831.6182	5310.6268	2677.1706	2917.4049
PWY-5677	succinate fermentation to butanoate	212.3114	193.3316	197.3936	227.9707	183.3919	359.3253	138.4327	147.6059	207.8749	165.4532	167.482	177.5335	214.8292	149.4784	119.8927	222.5498	249.0628	338.3757	243.3353	215.5201	158.6826	273.2639	236.0061	149.8275	214.0972	310.527	206.5745	168.0636	154.7607	136.6337	111.1071	115.8086	152.4084	194.7777	292.81	75.0485	62.538999999999994	79.0864	91.3473	109.2694	131.4844	123.2563	97.5721	73.993	99.6116	118.2599	108.8054
PWY-5686	UMP biosynthesis	48257.0288	36494.5819	34130.952000000005	42664.5676	41553.3283	37130.9973	44621.1201	42816.4272	41152.4791	43728.0978	30824.0745	41771.5611	36278.5328	44088.7349	42180.1721	41024.5158	36875.0607	29321.8757	42610.075999999994	33414.1328	41956.3916	38133.2509	36571.1874	39241.7057	43829.1666	38174.4157	35127.3831	32574.736	37664.4924	46116.7833	45941.0045	47462.5817	46679.2692	41692.8831	36638.5468	39844.9457	38064.2601	39604.7915	34379.3704	29738.5385	49540.768	35996.5009	22406.5587	41549.1668	52995.3646	47419.3681	37940.7457
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	22328.3695	20606.88	29101.8151	16245.1797	36372.2817	16041.6554	29048.404	30585.7389	19056.5691	21054.894	20018.0702	25877.3592	28571.1247	35801.1263	34092.7785	24243.0819	27797.998	16645.292	31109.4306	14727.8466	38830.5927	30102.3107	21905.5561	31194.5044	28568.4943	26038.24	26054.3425	15453.0251	23042.1514	27044.5104	25487.1507	22407.9944	32136.9042	28827.6078	24405.7391	13765.6807	9289.5562	15991.4898	13059.7625	19890.7432	24741.5114	16616.9898	12039.1625	13747.6266	24091.1216	19807.1253	13600.8789
PWY-5705	allantoin degradation to glyoxylate III	1536.2969	1475.8357	529.9017	863.73	903.0846	873.8545	986.6725	1422.4073	1743.3673	678.4622	1029.2758	662.3949	681.8175	1088.6718	556.0029	925.1494	652.0654	559.427	552.755	568.1564	785.4051	757.1539	620.6097	927.1526	849.5529	1069.2376	602.6858	520.3099	901.1278	848.8748	798.4131	1157.366	1290.9211	882.5139999999999	945.6072	422.3396	396.6812	616.27	417.7536	613.0732	769.2773	1001.7034	295.9939	477.6797	774.2068	501.9886	647.7568
PWY-5741	ethylmalonyl-CoA pathway	60.8625	70.9956	119.5842	105.9911	97.1867	149.6962	41.8954	35.9166	18.2808	8.7788	46.9986	45.2931	32.5558	73.7061	27.65	81.3697	26.6402	34.0652	35.3758	67.2821	23.9056	52.4429	46.6612	37.8562	14.3359	13.4217	29.7026	30.3273	31.4631	30.2986	20.6354	31.6817	14.8957	6.6763	16.0639	82.6509	75.5783	78.9749	43.3423	29.3595	3.0815	12.1601	32.9292	32.010999999999996	22.4165	44.8003	34.3982
PWY-5747	2-methylcitrate cycle II	66.4809	68.0174	122.6427	86.986	56.4984	99.3517	61.6374	108.9435	35.2516	29.7797	75.3429	59.9121	55.2551	56.5665	71.2662	125.7353	68.0418	74.4154	87.3132	91.3686	53.0624	72.3045	83.1047	104.2975	68.5027	45.7337	114.9803	84.9397	52.185	47.5242	60.3536	64.8729	34.408	38.9285	85.807	48.2539	41.6548	63.4066	59.3849	81.0143	34.7478	44.2393	59.1776	38.1967	25.0306	43.7094	84.441
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	322.7467	1473.0391	4689.7864	516.1396	467.8797	604.3413	568.7128	603.5064	595.4599	451.64599999999996	715.4198	2692.8116	1963.7868	725.7004	1795.6541	758.7286	3234.8985	686.4178	637.1008	949.1059	2907.4762	744.1544	409.1026	2111.9027	2239.6035	2841.3382	5173.2631	6782.4724	583.6247	282.4286	295.4412	317.3551	1216.887	404.601	2032.5418	3637.5551	3684.1681	2184.6675	869.9846	519.9582	332.5134	584.948	1255.47	1139.5925	345.5597	635.7615	2370.9573
PWY-5838	superpathway of menaquinol-8 biosynthesis I	828.0258	2824.8306	6421.9268	1293.2164	1171.383	1422.7893	1366.3598	1366.1666	1535.9313	1126.2206	1654.5166	3821.6851	3988.4515	1466.2656	2643.9093	1469.9224	4267.003	1721.0097	1365.6165	2247.7376	4008.7955	1723.8201	1111.6232	3460.712	3568.4674	5209.6682	7186.5021	7983.0924	1516.4686	756.1022	789.1707	818.8034	2142.853	1025.6223	3147.962	4869.9964	4694.8389	3683.2708	2055.6479	1374.2252	824.4213	1549.1766	2405.9815	1807.1109	689.7608	1315.3344	3328.9981
PWY-5840	superpathway of menaquinol-7 biosynthesis	844.7369	2910.1458	6592.9173	1315.9183	1195.8604	1454.5831	1397.2931	1400.5131	1562.9384	1152.0863	1691.6611	3968.7732	4080.1575	1524.8017	2750.0663	1521.2191	4416.4231	1751.2220000000002	1405.3229	2292.1993	4156.1925	1763.1006	1130.1241	3574.7452	3677.5639	5339.9633	7357.1181	8173.2192	1542.9920000000002	768.3344	801.7723	834.2029	2218.5455	1045.16	3257.304	5038.3212	4862.5031	3816.0925	2099.8854	1394.5617	842.298	1569.1117	2471.4717	1879.8572	717.9131	1358.5276	3457.6915
PWY-5845	superpathway of menaquinol-9 biosynthesis	695.2918	1119.2389	1821.5902	1007.1923	770.1277	860.6523	960.6704	835.1858	495.4696	713.8939999999999	793.1604	1098.5208	995.1176	769.7115	1109.854	1097.6760000000002	1181.0573	1090.1821	976.9255	1345.7149	1205.1281	1036.8018	807.4591	1349.8179	738.948	2424.5668	1324.3068	1671.7892	966.0598	527.4367	472.3679	648.8869	593.6191	700.5766	856.9417	2260.9102	2075.0667	2135.8375	1384.6566	1116.6994	504.8996	1005.4830000000001	1452.2335	1120.9203	458.7394	823.9288	1604.2702
PWY-5850	superpathway of menaquinol-6 biosynthesis I	695.2918	1119.2389	1821.5902	1007.1923	770.1277	860.6523	960.6704	835.1858	495.4696	713.8939999999999	793.1604	1098.5208	995.1176	769.7115	1109.854	1097.6760000000002	1181.0573	1090.1821	976.9255	1345.7149	1205.1281	1036.8018	807.4591	1349.8179	738.948	2424.5668	1324.3068	1671.7892	966.0598	527.4367	472.3679	648.8869	593.6191	700.5766	856.9417	2260.9102	2075.0667	2135.8375	1384.6566	1116.6994	504.8996	1005.4830000000001	1452.2335	1120.9203	458.7394	823.9288	1604.2702
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	444.9166	555.9255	915.5114	502.4549	409.1164	644.7589	390.1742	571.1855	295.1066	303.5738	482.4794	434.9254	363.1901	359.2392	481.4102	721.6492	516.2044	574.6549	614.75	662.9452	401.6973	505.7701	411.0726	680.1149	450.1741	476.1871	704.8605	516.0557	327.3556	271.7234	284.6033	398.1531	320.0534	334.4354	539.9228	502.1632	416.0019	1110.8326	1336.6346	1695.5075	730.325	2287.3468	1008.22	299.006	203.8651	298.9188	441.1333
