Pathway	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Galactose metabolism [PATH:ko00052]	792340.5500000004	618827.7800000001	587327.0	674647.6200000002	716005.2100000001	519848.3300000001	715782.53	676817.57	677557.2100000003	744781.4000000001	473467.64	670943.17	608059.7799999998	724539.5200000006	670075.8100000002	625567.1500000003	583520.2500000002	495665.22	719248.3399999997	510369.0299999999	743602.5800000003	648698.7000000004	594136.0100000001	655121.0300000001	745507.3300000001	659983.8300000002	577249.68	516900.43000000017	614896.49	789062.4000000004	761215.6500000004	785716.0500000002	790285.2300000003	696453.5600000006	623119.69	574259.7899999999	508084.3900000001	586109.3800000002	449677.17000000016	469341.9600000001	821161.4099999999	542705.28	328388.98000000004	670005.77	888635.5499999999	785913.6699999998	563767.7399999999
Gap junction [PATH:ko04540]	7.0	6.0	9.0	4.0	16.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0
General function prediction only	324419.12000000017	274913.54000000015	272105.4100000001	293113.1900000001	320426.3400000002	248876.96000000005	314080.3999999998	305883.4000000004	294033.9100000002	314833.87000000005	228785.5	299084.02999999997	301127.68000000005	324848.96000000014	305468.01999999996	289194.9000000002	261252.45000000024	237539.38999999996	324392.0999999999	250913.67000000004	332604.7000000001	303987.7200000002	278242.34	291290.4599999998	320565.44	302576.89999999985	270755.67000000016	217405.29000000015	283431.1299999998	326769.98000000004	312428.25000000006	316932.20000000036	326603.18000000034	298441.7899999999	270120.8699999999	278452.36999999994	260745.5399999998	290269.94	255674.21999999988	233919.59	351912.7999999997	259741.09000000008	173406.93	296659.88999999996	356641.9099999999	337288.0599999999	267809.53000000014
Geraniol degradation [PATH:ko00281]	3219.13	3051.84	3095.87	4959.130000000001	2342.5900000000006	2624.0	3145.8900000000003	3616.11	2757.1299999999997	2094.9500000000003	4427.8200000000015	2701.9900000000002	1643.73	2853.6700000000005	2073.5699999999997	3785.6099999999997	2106.2700000000004	2147.7600000000007	2412.2600000000007	3610.4900000000002	2540.8699999999994	2199.9900000000002	2023.2800000000007	3491.229999999999	2660.5000000000005	2161.22	2467.0499999999997	2096.109999999999	2153.28	2042.6500000000003	2770.69	4260.58	3599.8300000000013	2080.87	3393.61	1941.8600000000001	1580.1399999999999	2214.81	1577.73	2714.8	1599.3199999999997	1560.9799999999998	1455.07	1197.85	1442.9899999999998	1304.42	1850.87
Global maps only	37878.100000000035	26343.360000000008	21550.780000000006	32983.05000000002	32429.320000000014	29346.59	34889.87	33319.390000000014	30155.410000000003	33535.8	23118.989999999998	30655.65000000001	25153.93999999999	34681.020000000004	32351.760000000013	33264.77	26317.70000000001	21850.83	33752.98000000002	24856.380000000012	30641.990000000016	29724.549999999996	28331.710000000003	28909.409999999993	31736.20000000001	26031.180000000004	21232.63000000001	18746.83000000001	28198.77000000001	36095.31000000002	36218.460000000014	37244.44000000002	35656.42	32575.720000000016	26734.000000000007	29459.219999999998	28622.67000000001	29295.440000000013	28214.360000000004	23282.079999999994	39179.09000000002	28394.250000000015	16576.06	32573.060000000005	42198.20000000002	37337.009999999995	28891.900000000016
Glucagon signaling pathway [PATH:ko04922]	280948.49000000017	210608.53000000003	195834.29000000004	245148.14	243190.9000000001	205355.49	253650.64	245760.6200000001	233570.24000000008	255142.28	170211.15000000008	238285.82000000012	201884.18999999992	255461.06000000006	239639.62000000002	229552.51000000013	208874.87	168103.11999999994	243571.27000000005	185618.78000000006	246723.94000000012	214306.03000000003	207601.09000000008	225002.87	253770.14	221086.41999999998	196200.57000000004	186488.2900000001	215338.66000000003	272891.15	269630.9900000001	276120.53000000014	274564.5800000001	242766.86000000004	216222.67000000007	230983.32000000004	224579.6900000001	227054.98000000004	193780.88999999998	166679.34999999998	287335.3500000001	197491.13	125556.84000000001	242332.18000000005	307379.13000000006	274818.24	219961.75
Glucosinolate biosynthesis [PATH:ko00966]	80682.68000000005	59671.98000000001	54669.63000000002	70745.88000000002	67636.56000000003	60497.57000000001	73179.56	71458.72000000003	67668.37000000002	71295.57	50263.56000000002	68246.55000000003	56295.40999999999	72450.57000000004	67912.18000000002	67553.76000000001	59787.33000000001	48644.18999999998	69589.8	53983.62	68757.17000000003	61425.54000000001	59571.14000000003	63671.38	71307.35000000002	63281.91000000002	55210.03000000003	51761.25000000003	61035.720000000016	76643.57	76779.09000000003	79646.77000000003	77987.70000000003	70394.65000000002	60745.69000000002	67066.03	65155.230000000025	66016.66000000003	61791.450000000004	50877.559999999976	82365.70999999999	63691.630000000005	37999.66	68510.40000000002	86782.38000000003	77427.91	63833.93000000002
Glutamatergic synapse [PATH:ko04724]	106264.46000000005	78517.42000000001	72652.63	90786.77000000002	90866.20000000004	75067.67	93626.20999999996	90422.28	88749.99	96416.39999999998	61882.939999999995	86701.53	74413.47999999998	94936.61000000004	86420.66000000003	84002.09	78598.15999999996	66072.05999999998	92844.80000000005	71374.85999999999	89495.45	81072.70000000003	78995.24	83328.59000000001	93213.82000000002	83068.33000000003	70020.10999999999	64222.91999999999	81064.80000000002	100909.54000000004	100542.74	104313.59999999999	102543.07000000002	90500.9	79238.63000000003	78805.87999999999	73007.69	78570.68999999996	66433.67	62480.32000000001	107837.76000000001	74658.07999999999	43439.73000000002	86777.97999999997	117906.61	103446.02	76046.87999999999
Glutathione metabolism [PATH:ko00480]	97261.54000000005	80284.91000000002	81827.17000000001	91453.08000000005	94070.08000000002	87623.33000000002	101167.73000000001	95061.78000000006	85581.24	89974.44000000002	77831.97000000002	97346.93000000004	89332.48999999996	101142.48000000004	94030.30000000002	99789.35	81452.04000000001	73655.10999999999	99053.00000000003	84125.10999999999	91924.13000000002	93537.14000000001	90970.11000000004	89368.56	91627.72999999998	92680.56999999999	79210.45000000001	63747.89000000002	87596.95000000003	95770.39000000004	94695.84000000001	97680.05000000003	97531.40999999997	89825.46000000004	76845.99000000002	93521.56	91580.05	98672.01000000001	90343.76000000001	75201.5	116550.24	87367.61999999998	58838.4	97557.33000000005	111908.19000000003	105761.63	92597.11000000002
Glycan metabolism	85972.17000000001	61413.990000000005	49399.13000000001	75706.77	73131.65000000001	64688.22000000001	82321.24	78351.05000000002	71985.45000000003	76071.14	56307.320000000014	71439.01	58641.969999999994	79219.77	69362.10000000002	68092.49	59975.49000000001	52847.149999999994	73902.68000000002	58610.600000000035	69708.97	65432.490000000034	66289.08000000002	66856.57	71280.34000000001	66269.31999999999	50966.76000000002	42911.59000000002	67072.24	83616.02000000002	82037.88000000003	87696.23	83687.96	77554.67000000003	61695.03	59256.999999999985	56735.32000000002	61911.87000000002	54724.92000000001	50803.69	88422.16	59576.49	34986.64	68627.10000000003	88655.88000000002	77614.23999999998	59881.69000000001
Glycerolipid metabolism [PATH:ko00561]	379475.84	287370.11999999994	282934.8000000001	314931.16000000003	362601.8500000002	262266.87	358585.6700000001	341090.9600000002	314514.00000000006	354552.85000000003	236831.02000000008	333213.9600000001	298037.64	374849.90000000014	350395.14000000013	325312.4900000001	291296.52000000014	235674.34999999998	368333.7800000001	243573.58000000013	383107.42000000016	331300.87000000005	300157.40000000014	325599.0800000001	357532.76	313340.99999999994	270481.0000000001	227883.40000000005	297933.93000000005	381705.7300000001	366472.66000000015	375319.55	389261.9500000002	340213.6900000001	298349.53000000014	286059.41	258994.90000000005	293121.25000000006	239416.78999999998	240906.66	411304.15000000014	274260.81999999995	167327.0100000001	328400.37	436243.5900000001	387196.3299999999	283767.18
Glycerophospholipid metabolism [PATH:ko00564]	395355.73000000033	313169.73000000004	300976.47000000003	353221.23000000016	367979.6900000002	302383.56999999995	377583.7099999999	362963.84000000026	340733.0300000001	362667.45000000007	268954.7	362062.5300000001	323222.9699999999	385268.02000000014	363227.72000000015	353310.4000000001	308960.7300000001	260985.66	369661.8900000001	283870.51	376110.1000000001	341774.51	321851.06000000006	338011.86000000004	374627.94000000006	340514.77	298860.43000000005	261430.96000000014	321431.27	395852.22	383698.7700000001	390615.3700000002	398626.2800000001	351094.61999999994	313895.23	319019.14	298933.73000000004	342132.4600000001	292102.04000000004	267010.5899999999	436747.85	328184.9999999999	197657.37000000005	361450.32000000007	442607.5000000001	400948.1499999999	319672.25
Glycine	806782.6500000006	632339.2899999997	669633.8300000007	720008.2000000001	780471.34	625606.0900000001	792295.6700000004	765612.0100000004	682598.6900000004	736636.6500000004	553845.9000000003	767168.2400000002	659487.7799999999	816791.3300000001	771190.6799999997	715763.36	682001.59	513415.6099999999	767483.4100000003	576778.6399999999	825205.5700000001	693753.4100000006	649131.2500000003	731097.9299999999	769606.0100000001	693945.6599999999	651148.2600000001	559942.1000000002	666370.5700000001	802991.4199999999	785121.9000000006	798794.0000000006	833761.7600000001	737851.9100000004	650934.6700000002	665863.3500000001	618464.0300000004	690140.1000000002	608120.6600000003	552244.0799999998	893827.5599999997	659452.52	409197.3399999999	710278.5300000004	909737.9200000002	804725.1299999995	646931.79
Glycolysis / Gluconeogenesis [PATH:ko00010]	1094589.8200000005	866724.12	892807.4600000003	951361.3600000002	1077080.2500000007	821983.7100000002	1048506.1400000001	1023736.2599999998	933977.6000000002	1023921.3400000008	718719.5100000001	984563.7200000006	914519.6200000001	1108877.0700000003	1051539.7200000002	957671.5900000003	898021.4099999999	706735.1799999999	1062150.4200000004	761730.3800000004	1150666.3700000006	967947.3100000003	873862.5100000005	981144.8399999996	1053203.28	936031.56	858673.41	727432.5000000001	896518.4300000003	1091712.39	1063967.6700000004	1071463.4700000004	1128935.16	1003172.4500000003	890767.3399999999	936859.74	887823.1700000002	922070.9400000008	810656.2300000001	743085.7400000003	1153075.41	840753.73	539509.2300000001	937892.1200000005	1224067.04	1102210.1	875945.2700000003
Glycosaminoglycan binding proteins [BR:ko00536]	727.13	2171.8500000000004	4835.43	1220.82	1115.25	1681.24	1484.3600000000006	936.4699999999997	769.2699999999999	1036.21	1641.21	2937.1200000000003	2423.06	1218.5600000000004	2417.29	1198.9	3487.19	2338.25	1609.3100000000002	2888.74	3381.4300000000003	2252.92	2530.42	2916.66	2453.290000000001	4065.88	5086.54	7215.71	2395.9	939.5899999999999	981.03	568.85	1489.65	1391.57	2425.5899999999997	4561.52	4326.24	3832.459999999999	3522.07	5087.98	1898.9399999999996	6494.39	3217.6999999999994	1776.48	656.8799999999999	1295.03	3135.3299999999995
Glycosaminoglycan degradation [PATH:ko00531]	52253.21000000002	51985.65000000001	88635.81000000003	49442.40000000001	53610.690000000024	40382.420000000006	52217.85	48179.980000000025	47784.280000000006	52379.270000000004	36039.68	65911.79000000002	61076.969999999994	53233.770000000026	64170.37	38485.000000000015	75307.34000000001	41090.18999999999	57921.51000000002	45051.7	84879.56000000001	52178.99	46211.93000000001	63501.979999999996	68281.41000000002	72253.93	90880.78000000003	104294.70000000003	49492.93	49333.90000000002	48519.840000000026	47776.690000000024	60113.62000000002	49501.240000000005	57878.92000000001	80048.86000000002	74690.76000000002	56195.78000000001	38409.8	38296.27	51954.53	36917.69	33339.07000000001	53496.770000000004	61925.26000000002	54981.469999999994	62930.250000000015
Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	4181.75	13584.98	34016.48	9796.5	6318.6399999999985	8049.87	8505.720000000001	5157.5	9098.9	5994.230000000001	9133.06	17842.09	21625.47	4947.090000000001	11724.68	3873.14	21715.169999999995	12801.03	5776.940000000001	12590.16	20265.66	9446.19	9451.52	15728.51	16822.570000000003	27921.79	36694.12000000002	46252.06000000001	11232.839999999998	4318.8899999999985	4982.27	2785.48	9233.03	5941.86	14767.679999999995	26227.759999999995	25008.33	13977.490000000002	4848.15	6074.400000000002	3514.8099999999995	4878.04	8737.99	8506.74	2349.33	4890.190000000001	17158.56
Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	74153.53000000003	66481.00000000001	90597.34000000003	68152.86000000003	73768.28000000001	50045.01	78134.05	65127.15000000003	65157.31	74072.21999999999	51876.48	82729.06999999999	77153.4	72567.62000000002	74750.83000000002	57669.87999999999	78163.42000000001	57862.09	74454.85999999999	57067.30000000002	95837.66000000002	71316.58	67408.44000000002	81543.3	84837.76000000001	93493.78	93612.63	92413.55000000002	70359.45000000001	80083.09000000001	74951.71000000004	77170.81000000001	83751.75	72682.37	69922.56999999999	68126.56	56021.53	59474.33	33202.719999999994	48063.60999999999	78631.4	47133.83999999999	34349.920000000006	64798.56	80549.83	73362.44999999997	60895.779999999984
Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	1.4	1.0	0.0	0.2	0.0	0.2	0.0	0.0	0.8	0.8	0.0	0.0	0.2	0.4	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.2	0.4	0.0	1.4	0.6	0.0	0.2	0.0	0.2	0.0	0.0	1.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	1.0	1.2	0.0	0.0	0.0	0.2	0.0
Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	39533.19000000002	30626.46000000001	32234.21	35591.94	34635.11000000001	32043.640000000003	38333.12	35821.39000000002	34279.64000000001	35449.990000000005	27511.6	34642.56000000001	32854.12999999999	36112.08000000001	35900.5	34963.100000000006	32944.460000000014	26811.48	34863.740000000005	29671.38	37262.51000000001	32517.11	31864.56000000001	35363.77	36172.08	36229.79	32734.270000000008	33014.79	32000.620000000006	37331.68000000001	38724.56	40264.04000000001	39961.09000000001	35801.75	31839.44000000001	35066.86	33814.82000000001	31160.030000000002	24500.839999999993	23151.399999999998	34722.979999999996	23295.289999999994	17147.36	30026.710000000003	38719.630000000005	34392.89999999999	30558.27000000001
Glycosyltransferases [BR:ko01003]	276876.42000000004	195478.52000000002	154750.41999999998	230873.6500000001	203510.96000000037	178039.80999999994	215385.76999999996	210235.67000000007	236433.96999999997	257065.1500000001	136255.33999999997	179225.71	181854.34999999995	199351.34999999995	185591.33000000002	181652.12000000008	172264.16	154292.44000000006	225571.22	171677.26999999987	198422.29000000015	185694.92000000004	172490.97000000003	187090.35000000003	237331.06000000006	197573.76000000004	169158.52	159775.94000000006	186453.57000000007	247316.48000000016	249384.23000000013	271060.4400000001	246026.62999999998	223383.04999999993	197621.8700000001	203335.45999999993	188479.52999999994	174767.59999999995	153635.13	136063.34000000003	226250.64	147477.54999999996	94932.15999999999	197917.08000000002	286341.14	255950.92000000004	175796.99999999997
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	616255.1100000002	485825.7200000001	511739.5400000002	552728.9500000002	591183.8200000002	449815.05000000016	590334.24	567250.5599999999	518809.74000000017	564066.8100000002	413676.9300000003	568543.7700000001	495514.9999999998	598151.7900000002	567259.0100000001	523987.81999999995	511565.4200000001	393918.8100000001	572682.0200000003	426369.5500000003	631247.96	512820.4000000001	475062.55000000005	556854.28	593364.8900000002	530392.61	499819.83999999997	439006.39	501019.47000000003	613263.2300000002	604789.2500000002	629569.7300000001	642226.6499999999	570109.25	504449.03000000014	509035.0399999998	474715.71	509178.88999999996	440794.47000000003	423274.4200000001	650894.7799999999	491827.74999999977	301230.7300000001	521060.16000000003	666737.01	593219.7000000003	482218.2000000001
GnRH signaling pathway [PATH:ko04912]	0.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	11.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0
HIF-1 signaling pathway [PATH:ko04066]	286972.5700000002	213838.38	202698.40000000002	249203.34000000003	252144.80000000013	210932.77000000002	264119.32999999996	253505.54000000012	239000.36000000007	260598.00000000006	176574.63000000006	245441.08000000013	211397.65999999992	265867.01000000007	249429.09000000005	237916.2200000001	215057.66999999998	170107.14999999997	251399.42000000004	189439.85000000006	257479.07000000012	222908.17000000004	213565.39000000007	233417.27	261844.86000000002	229184.31000000003	202358.11000000004	185076.59000000008	220288.00000000006	281383.9700000001	277223.93000000005	284525.54000000015	284501.66000000003	250827.15000000002	221754.30000000008	234112.98000000004	225629.9200000001	233091.78000000003	202108.59	177364.37999999995	300341.35000000003	213116.63	131339.33000000002	246702.64	316625.47000000003	283147.73	223474.47000000003
Hematopoietic cell lineage [PATH:ko04640]	26.0	5.0	5.0	28.0	7.0	145.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	99.0	30.0	0.0	160.0	2.0	2.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	6.0	1.0	13.0	0.0	0.0	1.0	3.0	38.0	61.0	19.0	0.0	16.0	20.0	25.0	10.0	0.0	30.0
Hepatitis B [PATH:ko05161]	802.5	471.7	715.4	936.6	604.2	494.3	525.3	560.0	462.4	458.0	395.4	352.3	261.2	413.3	371.2	622.5	392.1	400.7	459.6	349.8	317.6	258.3	361.4	447.0	469.4	665.7	408.8	304.5	164.6	620.6	714.8	1013.0	564.0	566.5	555.6	505.1	294.4	390.5	391.4	406.5	170.0	221.5	343.8	243.3	99.0	256.1	388.4
Hepatitis C [PATH:ko05160]	802.5	471.7	715.4	936.6	604.2	494.3	525.3	560.0	462.4	458.0	395.4	352.3	261.2	413.3	371.2	622.5	392.1	400.7	459.6	349.8	317.6	258.3	361.4	447.0	469.4	665.7	408.8	304.5	164.6	620.6	714.8	1013.0	564.0	566.5	555.6	505.1	294.4	390.5	391.4	406.5	170.0	221.5	343.8	243.3	99.0	256.1	388.4
